"key","source","target"
"boons.plagued.health.taintedLifeforce.Description","[StatMaxHealth] <b>Max Health</b> increased by {0}, but [StatStaminaRegen] <b>Stamina Regeneration</b> reduced by {1}","[StatMaxHealth] <b>Max Health</b> increased by {0}, but [StatStaminaRegen] <b>Stamina Regeneration</b> reduced by {1}"
"boons.plagued.health.taintedLifeforce.Name","Tainted Lifeforce","Tainted Lifeforce"
"boons.plagued.ice.blizzardsGrasp.Description","{2} <b>Chance</b> to <b>execute</b> [!sIce]Frozen[/s] enemies, but [StatDamage] <b>Damage</b> reduced by {1}","{2} <b>Chance</b> to <b>execute</b> [!sIce]Frozen[/s] enemies, but [StatDamage] <b>Damage</b> reduced by {1}"
"boons.plagued.ice.blizzardsGrasp.Name","Blizzard's Grasp","Blizzard's Grasp"
"boons.plagued.ice.chillingCurse.Description","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0}, but [StatStaminaCost] <b>Stamina Cost</b> increased by {1}","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0}, but [StatStaminaCost] <b>Stamina Cost</b> increased by {1}"
"boons.plagued.ice.chillingCurse.Name","Chilling Curse","Chilling Curse"
"boons.plagued.ice.doubleFrostbite.Description","Increase [StatColdDamage] [!sIce]Freeze Duration[/s] by {0}, but take {1} more [StatDamageTaken] <b>Damage</b>","Increase [StatColdDamage] [!sIce]Freeze Duration[/s] by {0}, but take {1} more [StatDamageTaken] <b>Damage</b>"
"boons.plagued.ice.doubleFrostbite.Name","Double Frostbite","Double Frostbite"
"boons.plagued.ice.frozenCore.Description","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0}, but [StatStaminaRegen] <b>Stamina Regeneration</b> reduced by {1}","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0}, but [StatStaminaRegen] <b>Stamina Regeneration</b> reduced by {1}"
"boons.plagued.ice.frozenCore.Name","Frozen Core","Frozen Core"
"boons.plagued.lightning.convulsingCurrent.Description","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0}, but [StatMaxFocus] <b>Maximum Focus</b> reduced by {1}","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0}, but [StatMaxFocus] <b>Maximum Focus</b> reduced by {1}"
"boons.plagued.lightning.convulsingCurrent.Name","Convulsing Current","Convulsing Current"
"boons.plagued.lightning.cursedStatic.Description","<b>Static Field Damage</b> increased by {0}, but take {1} of its damage","<b>Static Field Damage</b> increased by {0}, but take {1} of its damage"
"boons.plagued.lightning.cursedStatic.Name","Cursed Static","Cursed Static"
"boons.plagued.lightning.spitefulGod.Description","Deal <b>Major</b> [StatLightningDamage] [!sLightning]Lightning Damage[/s] around you over time, but take <b>continuous Damage</b>","Deal <b>Major</b> [StatLightningDamage] [!sLightning]Lightning Damage[/s] around you over time, but take <b>continuous Damage</b>"
"boons.plagued.lightning.spitefulGod.Name","Spiteful God","Spiteful God"
"boons.plagued.lightning.stormsFury.Description","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}"
"boons.plagued.lightning.stormsFury.Name","Storm's Fury","Storm's Fury"
"boons.plagued.luck.avarice.Name","Avarice","Avarice"
"boons.plagued.luck.incendiaryGaze.Description","{0} <b>Chance</b> to <b>execute</b> non-boss enemy on Damage Dealt, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","{0} <b>Chance</b> to <b>execute</b> non-boss enemy on Damage Dealt, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}"
"boons.plagued.luck.incendiaryGaze.Name","Incendiary Gaze","Incendiary Gaze"
"boons.plagued.plague.blackDeath.Description","{0} <b>Chance</b> to <b>execute</b> [!sPlague]Infected[/s] enemy on Damage Dealt, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","{0} <b>Chance</b> to <b>execute</b> [!sPlague]Infected[/s] enemy on Damage Dealt, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}"
"boons.plagued.plague.blackDeath.Name","Black Death","Black Death"
"boons.plagued.plague.cursedHost.Description","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0}, but you take some of it back","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0}, but you take some of it back"
"boons.plagued.plague.cursedHost.Name","Cursed Host","Cursed Host"
"boons.plagued.plague.plagueCarrier.Description","Deal <b>Major</b> [StatPlagueDamage] [!sPlague]Plague Damage[/s] around you over time, but take <b>continuous Damage</b>","Deal <b>Major</b> [StatPlagueDamage] [!sPlague]Plague Damage[/s] around you over time, but take <b>continuous Damage</b>"
"boons.plagued.plague.plagueCarrier.Name","Plague Carrier","Plague Carrier"
"boons.plagued.plague.virulentCurse.Description","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0}, but [StatMaxFocus] <b>Focus</b> is removed","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0}, but [StatMaxFocus] <b>Focus</b> is removed"
"boons.plagued.plague.virulentCurse.Name","Virulent Curse","Virulent Curse"
"boons.plagued.punishment.devastatingCurse.Description","Enemies deal {0} less [StatDamage] <b>Damage</b>, but your [StatAttackSpeed] <b>Attack Speed</b> is reduced by {1}","Enemies deal {0} less [StatDamage] <b>Damage</b>, but your [StatAttackSpeed] <b>Attack Speed</b> is reduced by {1}"
"boons.plagued.punishment.devastatingCurse.Name","Devastating Curse","Devastating Curse"
"boons.plagued.punishment.falseStart.Description","Enemies are immobilized for {0} seconds at the start of each Chamber, but your [StatMaxHealth] <b>Maximum Health</b> is reduced by {1}","Enemies are immobilized for {0} seconds at the start of each Chamber, but your [StatMaxHealth] <b>Maximum Health</b> is reduced by {1}"
"boons.plagued.punishment.falseStart.Name","False Start","False Start"
"boons.plagued.punishment.kingsCharisma.Description","Enemies' and Player's <b>Health</b> drains continuously","Enemies' and Player's <b>Health</b> drains continuously"
"boons.plagued.punishment.kingsCharisma.Name","King's Charisma","King's Charisma"
"boons.plagued.punishment.wrathOfGod.Description","Enemies take {0} more [StatElementalDamageTaken] <b>Elemental Damage</b>, but you take {1} more [StatDamageTaken] <b>Damage</b>","Enemies take {0} more [StatElementalDamageTaken] <b>Elemental Damage</b>, but you take {1} more [StatDamageTaken] <b>Damage</b>"
"boons.plagued.punishment.wrathOfGod.Name","Wrath of God","Wrath of God"
"boons.plagued.rush.darkFuse.Description","[StatFocusGain] <b>Focus Gain</b> increased by {1} for the first {0} seconds in a Chamber, but [StatFocusCost] <b>Focus Cost</b> increased by {2}","[StatFocusGain] <b>Focus Gain</b> increased by {1} for the first {0} seconds in a Chamber, but [StatFocusCost] <b>Focus Cost</b> increased by {2}"
"boons.plagued.rush.darkFuse.Name","Dark Fuse","Dark Fuse"
"boons.plagued.rush.healingFrenzy.Description","Gain {0} [StatHealth] <b>Health</b> at the start of each Chamber, but take <b>continuous Damage</b>","Gain {0} [StatHealth] <b>Health</b> at the start of each Chamber, but take <b>continuous Damage</b>"
"boons.plagued.rush.healingFrenzy.Name","Healing Frenzy","Healing Frenzy"
"boons.plagued.rush.rushedMight.Description","[StatDamage] <b>Damage</b> increased by {1} for the first {0} seconds in a Chamber, but take {2} more [StatDamageTaken] <b>Damage</b>","[StatDamage] <b>Damage</b> increased by {1} for the first {0} seconds in a Chamber, but take {2} more [StatDamageTaken] <b>Damage</b>"
"boons.plagued.rush.rushedMight.Name","Rushed Might","Rushed Might"
"boons.plagued.rush.staminaSpike.Description","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {1} for the first {0} seconds in a Chamber, but [StatMaxStamina] <b>Maximum Stamina</b> reduced by {2}","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {1} for the first {0} seconds in a Chamber, but [StatMaxStamina] <b>Maximum Stamina</b> reduced by {2}"
"boons.plagued.rush.staminaSpike.Name","Stamina Spike","Stamina Spike"
"boons.plagued.stamina.crusadersSin.Description","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0} but [StatFocusGain] <b>Focus Gain</b> reduced by {1}","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0} but [StatFocusGain] <b>Focus Gain</b> reduced by {1}"
"boons.plagued.stamina.crusadersSin.Name","Crusader's Sin","Crusader's Sin"
"boons.plagued.stamina.drainingEndurance.Description","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0}, but take {1} more [StatDamageTaken] <b>Damage</b>","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0}, but take {1} more [StatDamageTaken] <b>Damage</b>"
"boons.plagued.stamina.drainingEndurance.Name","Draining Endurance","Draining Endurance"
"boons.plagued.stamina.herosBurden.Description","[StatMaxStamina] <b>Max Stamina</b> increased by {0}, but [StatDamage] <b>Damage</b> reduced by {1}","[StatMaxStamina] <b>Max Stamina</b> increased by {0}, but [StatDamage] <b>Damage</b> reduced by {1}"
"boons.plagued.stamina.herosBurden.Name","Hero’s Burden","Hero’s Burden"
"boons.plagued.stamina.wearyCourage.Description","[StatMaxStamina] <b>Max Stamina</b> increased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}","[StatMaxStamina] <b>Max Stamina</b> increased by {0}, but [StatMaxHealth] <b>Maximum Health</b> reduced by {1}"
"boons.plagued.stamina.wearyCourage.Name","Weary Courage","Weary Courage"
"boons.plagued.utility.darkScout.Description","<b>Removes Environmental Effects</b> but increases Enemy Difficulty","<b>Removes Environmental Effects</b> but increases Enemy Difficulty"
"boons.plagued.utility.darkScout.Name","Dark Scout","Dark Scout"
"boons.plagued.utility.necessaryCowardice.Description","Skip three Chambers ahead, but <b>Maximum Health</b> reduced by {0}","Skip three Chambers ahead, but <b>Maximum Health</b> reduced by {0}"
"boons.plagued.utility.necessaryCowardice.Name","Necessary Cowardice","Necessary Cowardice"
"boons.plagued.utility.shortRespite.Description","Skip to the <b>Limnus</b>, but the run gets abandoned after","Skip to the <b>Limnus</b>, but the run gets abandoned after"
"boons.plagued.utility.shortRespite.Name","Short Respite","Short Respite"
"boons.rare.cold.coldMastery.Description","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0} for each <b>Ice Echo</b>","[StatColdDamage] [!sIce]Ice Damage[/s] increased by {0} for each <b>Ice Echo</b>"
"boons.rare.cold.coldMastery.Name","Cold Mastery","Cold Mastery"
"boons.rare.critical.criticalMastery.Description","[StatCritical] <b>Critical Damage</b> increased by {0} for each <b>Critical Damage Echo</b>","[StatCritical] <b>Critical Damage</b> increased by {0} for each <b>Critical Damage Echo</b>"
"boons.rare.critical.criticalMastery.Name","Critical Mastery","Critical Mastery"
"boons.rare.critical.deadlyEdge.Description","[StatCritical] <b>Critical Hit Chance</b> increased by {0} when <b>Health drops</b> below {1}","[StatCritical] <b>Critical Hit Chance</b> increased by {0} when <b>Health drops</b> below {1}"
"boons.rare.critical.deadlyEdge.Name","Deadly Edge","Deadly Edge"
"boons.rare.critical.savageFate.Description","[StatCritical] <b>Critical Damage</b> increased by {0} when <b>Health drops</b> below {1}","[StatCritical] <b>Critical Damage</b> increased by {0} when <b>Health drops</b> below {1}"
"boons.rare.critical.savageFate.Name","Savage Fate","Savage Fate"
"boons.rare.critical.shatteringBlow.Description","[StatCritical] <b>Critical Damage</b> increased by {0}","[StatCritical] <b>Critical Damage</b> increased by {0}"
"boons.rare.critical.shatteringBlow.Name","Shattering Blow","Shattering Blow"
"boons.rare.damage.dualImpact.Description","<b>Chance to inflict Damage twice</b> increased by {1}","<b>Chance to inflict Damage twice</b> increased by {1}"
"boons.rare.damage.dualImpact.Name","Dual Impact","Dual Impact"
"boons.rare.damage.explosiveDemise.Description","Double <b>Damage</b> dealt by <b>Death's Spite Boon</b> explosions","Double <b>Damage</b> dealt by <b>Death's Spite Boon</b> explosions"
"boons.rare.damage.explosiveDemise.Name","Explosive Demise","Explosive Demise"
"boons.rare.damage.frenziedAttack.Description","[StatDamage] <b>Damage</b> increased by {0}","[StatDamage] <b>Damage</b> increased by {0}"
"boons.rare.damage.frenziedAttack.Name","Frenzied Attack","Frenzied Attack"
"boons.rare.damage.killStreak.Description","[StatDamage] <b>Damage</b> increases by {0} on Kill up to {1} times","[StatDamage] <b>Damage</b> increases by {0} on Kill up to {1} times"
"boons.rare.damage.killStreak.Name","Kill Streak","Kill Streak"
"boons.rare.elemental.bitterChain.Description","Elemental attacks <b>chain to nearby enemies</b>, dealing reduced damage","Elemental attacks <b>chain to nearby enemies</b>, dealing reduced damage"
"boons.rare.elemental.bitterChain.Name","Bitter Chain","Bitter Chain"
"boons.rare.elemental.elementalMastery.Description","All <b>Elemental Damage Types</b> increased by {0}","All <b>Elemental Damage Types</b> increased by {0}"
"boons.rare.elemental.elementalMastery.Name","Elemental Mastery","Elemental Mastery"
"boons.rare.elemental.naturesWrath.Description","[StatElementalDamage] <b>Elemental Damage</b> increased by {0}","[StatElementalDamage] <b>Elemental Damage</b> increased by {0}"
"boons.rare.elemental.naturesWrath.Name","Nature's Wrath","Nature's Wrath"
"boons.rare.elemental.summonersCrest.Description","<b>Elemental Damage potency</b> increased by {0}","<b>Elemental Damage potency</b> increased by {0}"
"boons.rare.elemental.summonersCrest.Name","Summoner's Crest","Summoner's Crest"
"boons.rare.equipment.blitzingFury.Description","[StatMovementSpeed] <b>Movement Speed</b> and [StatAttackSpeed] <b>Attack Speed</b> increased by {0}","[StatMovementSpeed] <b>Movement Speed</b> and [StatAttackSpeed] <b>Attack Speed</b> increased by {0}"
"boons.rare.equipment.blitzingFury.Name","Blitzing Fury","Blitzing Fury"
"boons.rare.equipment.featherweightGear.Description","[StatWeight] <b>Weight</b> of all equipment decreased by {0}","[StatWeight] <b>Weight</b> of all equipment decreased by {0}"
"boons.rare.equipment.featherweightGear.Name","Featherweight Gear","Featherweight Gear"
"boons.rare.equipment.ironResolve.Description","[StatPoiseDefense] <b>Poise Defense</b> increased by {0}","[StatPoiseDefense] <b>Poise Defense</b> increased by {0}"
"boons.rare.equipment.ironResolve.Name","Iron Resolve","Iron Resolve"
"boons.rare.equipment.reinforcedArmor.Description","<b>Durability</b> of all equipment increased by {0}","<b>Durability</b> of all equipment increased by {0}"
"boons.rare.equipment.reinforcedArmor.Name","Reinforced Armor","Reinforced Armor"
"boons.rare.equipment.superiorHardenedGear.Description","[StatDamageTaken] <b>Damage Resistance</b> increased by {0}","[StatDamageTaken] <b>Damage Resistance</b> increased by {0}"
"boons.rare.equipment.superiorHardenedGear.Name","Superior Hardened Gear","Superior Hardened Gear"
"boons.rare.fire.bubblingLava.Description","Increase <b>Chance</b> to trigger <b>Fire Burst Echo</b>","Increase <b>Chance</b> to trigger <b>Fire Burst Echo</b>"
"boons.rare.fire.bubblingLava.Name","Bubbling Lava","Bubbling Lava"
"boons.rare.fire.heatMastery.Description","[StatFireDamage] [!sFire]Fire Damage[/s] increased by {0} for each <b>Fire Echo</b>","[StatFireDamage] [!sFire]Fire Damage[/s] increased by {0} for each <b>Fire Echo</b>"
"boons.rare.fire.heatMastery.Name","Heat Mastery","Heat Mastery"
"boons.rare.fire.inferno.Description","Increase [StatFireDamage] [!sFire]Fire Damage[/s] dealt by <b>Firestarter Echo</b>","Increase [StatFireDamage] [!sFire]Fire Damage[/s] dealt by <b>Firestarter Echo</b>"
"boons.rare.fire.inferno.Name","Inferno","Inferno"
"boons.rare.focus.cerimShriek.Description","[StatDamage] <b>Rune Damage</b> increased by {0}","[StatDamage] <b>Rune Damage</b> increased by {0}"
"boons.rare.focus.cerimShriek.Name","Cerim Shriek","Cerim Shriek"
"boons.rare.focus.relentlessZeal.Description","[StatFocusRegen] <b>Regenerate Focus</b>","[StatFocusRegen] <b>Regenerate Focus</b>"
"boons.rare.focus.relentlessZeal.Name","Relentless Zeal","Relentless Zeal"
"boons.rare.focus.silentMuse.Description","[StatMaxFocus] <b>Focus Gain</b> increased by {0}","[StatMaxFocus] <b>Focus Gain</b> increased by {0}"
"boons.rare.focus.silentMuse.Name","Silent Muse","Silent Muse"
"boons.rare.focus.sublimePower.Description","[StatDamage] <b>Damage</b> increased by {0} of [StatFocus] Current Focus","[StatDamage] <b>Damage</b> increased by {0} of [StatFocus] Current Focus"
"boons.rare.focus.sublimePower.Name","Sublime Power","Sublime Power"
"boons.rare.focus.unspokenResolve.Description","[StatMaxFocus] <b>Max Focus</b> increased by {0}","[StatMaxFocus] <b>Max Focus</b> increased by {0}"
"boons.rare.focus.unspokenResolve.Name","Unspoken Resolve","Unspoken Resolve"
"boons.rare.focus.wretchedStrength.Description","Gain {0} [StatFocus] <b>Focus</b> on Kill","Gain {0} [StatFocus] <b>Focus</b> on Kill"
"boons.rare.focus.wretchedStrength.Name","Wretched Strength","Wretched Strength"
"boons.rare.health.innerStrength.Description","<b>Health regenerates rapidly</b> over time","<b>Health regenerates rapidly</b> over time"
"boons.rare.health.innerStrength.Name","Inner Strength","Inner Strength"
"boons.rare.health.onceSpoken.Description","[StatHealing] <b>Healing</b> increased by {0}","[StatHealing] <b>Healing</b> increased by {0}"
"boons.rare.health.onceSpoken.Name","Once Spoken","Once Spoken"
"boons.rare.health.rapidBanquet.Description","<b>Food Cooldown</b> reduced by {0}","<b>Food Cooldown</b> reduced by {0}"
"boons.rare.health.rapidBanquet.Name","Rapid Banquet","Rapid Banquet"
"boons.rare.health.reapersGreed.Description","Gain {0} [StatHealth] <b>Health</b> on Kill or Staggering an enemy","Gain {0} [StatHealth] <b>Health</b> on Kill or Staggering an enemy"
"boons.rare.health.reapersGreed.Name","Reaper's Greed","Reaper's Greed"
"boons.rare.health.sayersGrace.Description","[StatMaxHealth] <b>Max Health</b> increased by {0}","[StatMaxHealth] <b>Max Health</b> increased by {0}"
"boons.rare.health.sayersGrace.Name","Sayer's Grace","Sayer's Grace"
"boons.rare.health.secondChance.Description","<b>Revive</b> once after being killed with {0} [StatHealth] <b>Health</b>","<b>Revive</b> once after being killed with {0} [StatHealth] <b>Health</b>"
"boons.rare.health.secondChance.Name","Second Chance","Second Chance"
"boons.rare.ice.brittleFrost.Description","Increase <b>Chance</b> to trigger <b>Shatter Echo</b>","Increase <b>Chance</b> to trigger <b>Shatter Echo</b>"
"boons.rare.ice.brittleFrost.Name","Brittle Frost","Brittle Frost"
"boons.rare.ice.coldSnap.Description","{0} <b>Chance</b> to inflict [!sIce]Freeze[/s] on Parry","{0} <b>Chance</b> to inflict [!sIce]Freeze[/s] on Parry"
"boons.rare.ice.coldSnap.Name","Cold Snap","Cold Snap"
"boons.rare.ice.frostNova.Description","Deal <b>Major</b> [StatColdDamage] [!sIce]Ice Damage[/s] around you on Damage Taken","Deal <b>Major</b> [StatColdDamage] [!sIce]Ice Damage[/s] around you on Damage Taken"
"boons.rare.ice.frostNova.Name","Frost Nova","Frost Nova"
"boons.rare.ice.glacialFreeze.Description","Increase [StatColdDamage] [!sIce]Freeze Duration[/s] by {0}","Increase [StatColdDamage] [!sIce]Freeze Duration[/s] by {0}"
"boons.rare.ice.glacialFreeze.Name","Glacial Freeze","Glacial Freeze"
"boons.rare.lightning.ballLightning.Description","{0} <b>Chance for Lightning to chain to nearby enemies</b>","{0} <b>Chance for Lightning to chain to nearby enemies</b>"
"boons.rare.lightning.ballLightning.Name","Ball Lightning","Ball Lightning"
"boons.rare.lightning.electricMastery.Description","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0} for each <b>Lightning Echo</b>","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0} for each <b>Lightning Echo</b>"
"boons.rare.lightning.electricMastery.Name","Electric Mastery","Electric Mastery"
"boons.rare.lightning.electrified.Description","Gain an <b>Electric Shield</b> that shocks attackers","Gain an <b>Electric Shield</b> that shocks attackers"
"boons.rare.lightning.electrified.Name","Electrified","Electrified"
"boons.rare.lightning.glowingSky.Description","Increase <b>Chance</b> to trigger <b>Crackling Air Echo</b>","Increase <b>Chance</b> to trigger <b>Crackling Air Echo</b>"
"boons.rare.lightning.glowingSky.Name","Glowing Sky","Glowing Sky"
"boons.rare.luck.dualEcho.Description","Gain {0} additional <b>random Echoes</b>","Gain {0} additional <b>random Echoes</b>"
"boons.rare.luck.dualEcho.Name","Dual Echo","Dual Echo"
"boons.rare.luck.rogueShot.Description","{0} <b>Chance</b> to <b>execute</b> non-boss enemy on Damage Dealt","{0} <b>Chance</b> to <b>execute</b> non-boss enemy on Damage Dealt"
"boons.rare.luck.rogueShot.Name","Rogue Shot","Rogue Shot"
"boons.rare.plague.cerimsPenance.Description","<b>Plague Damage</b> increased by {0}","<b>Plague Damage</b> increased by {0}"
"boons.rare.plague.cerimsPenance.Name","Cerim's Penance","Cerim's Penance"
"boons.rare.plague.plagueMastery.Description","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0} for each <b>Plague Echo</b>","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0} for each <b>Plague Echo</b>"
"boons.rare.plague.plagueMastery.Name","Plague Mastery","Plague Mastery"
"boons.rare.plague.roamingPlague.Description","Increase <b>Chance</b> to trigger <b>Creeping Plague Echo</b>","Increase <b>Chance</b> to trigger <b>Creeping Plague Echo</b>"
"boons.rare.plague.roamingPlague.Name","Roaming Plague","Roaming Plague"
"boons.rare.plague.tornEruption.Description","Increase <b>Chance</b> to trigger <b>Torn Outbreak Echo</b>","Increase <b>Chance</b> to trigger <b>Torn Outbreak Echo</b>"
"boons.rare.plague.tornEruption.Name","Torn Eruption","Torn Eruption"
"boons.rare.punishment.ancientHex.Description","Enemies take {0} more [StatElementalDamageTaken] <b>Elemental Damage</b>","Enemies take {0} more [StatElementalDamageTaken] <b>Elemental Damage</b>"
"boons.rare.punishment.ancientHex.Name","Ancient Hex","Ancient Hex"
"boons.rare.punishment.championsCharisma.Description","Enemies' <b>Health</b> drains rapidly and continuously","Enemies' <b>Health</b> drains rapidly and continuously"
"boons.rare.punishment.championsCharisma.Name","Champion's Charisma","Champion's Charisma"
"boons.rare.punishment.cripplingCurse.Description","Enemies deal {0} less [StatDamage] <b>Damage</b>","Enemies deal {0} less [StatDamage] <b>Damage</b>"
"boons.rare.punishment.cripplingCurse.Name","Crippling Curse","Crippling Curse"
"boons.rare.punishment.quagmire.Description","Enemies' [StatMovementSpeed] <b>Movement Speed</b> reduced by {0}","Enemies' [StatMovementSpeed] <b>Movement Speed</b> reduced by {0}"
"boons.rare.punishment.quagmire.Name","Quagmire","Quagmire"
"boons.rare.rush.blazingStart.Description","Increase [StatDamage] <b>Damage</b> provided by <b>Quick Strike Boon</b>","Increase [StatDamage] <b>Damage</b> provided by <b>Quick Strike Boon</b>"
"boons.rare.rush.blazingStart.Name","Blazing Start","Blazing Start"
"boons.rare.rush.blindEnthusiasm.Description","Increase [StatFocusGain] <b>Focus Gain</b> provided by <b>Weapons Drawn Boon</b>","Increase [StatFocusGain] <b>Focus Gain</b> provided by <b>Weapons Drawn Boon</b>"
"boons.rare.rush.blindEnthusiasm.Name","Blind Enthusiasm","Blind Enthusiasm"
"boons.rare.rush.endlessRoad.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} for the first {1} seconds in a Chamber","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} for the first {1} seconds in a Chamber"
"boons.rare.rush.endlessRoad.Name","Endless Road","Endless Road"
"boons.rare.rush.healingSurge.Description","Gain {0} [StatHealth] <b>Health</b> at the start of each Chamber","Gain {0} [StatHealth] <b>Health</b> at the start of each Chamber"
"boons.rare.rush.healingSurge.Name","Healing Surge","Healing Surge"
"boons.rare.stamina.floatingStep.Description","[StatMaxStamina] <b>Max Stamina</b> increased by {0}","[StatMaxStamina] <b>Max Stamina</b> increased by {0}"
"boons.rare.stamina.floatingStep.Name","Floating Step","Floating Step"
"boons.rare.stamina.rapidRecovery.Description","<b>Stamina Recovery Speed</b> increased by {0}","<b>Stamina Recovery Speed</b> increased by {0}"
"boons.rare.stamina.rapidRecovery.Name","Rapid Recovery","Rapid Recovery"
"boons.rare.stamina.resolution.Description","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0}","[StatStaminaCost] <b>Stamina Cost</b> reduced by {0}"
"boons.rare.stamina.resolution.Name","Resolution","Resolution"
"boons.rare.stamina.strengthWithin.Description","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0}","[StatStaminaRegen] <b>Stamina Regeneration</b> increased by {0}"
"boons.rare.stamina.strengthWithin.Name","Strength Within","Strength Within"
"boons.rare.utility.excessivePickupRadius.Description","<b>Pickup Radius</b> increased by {0}","<b>Pickup Radius</b> increased by {0}"
"boons.rare.utility.excessivePickupRadius.Name","Excessive Pickup Radius","Excessive Pickup Radius"
"boons.rare.utility.flatHorizon.Description","Removes all <b>Environmental Effects</b> from the Crucible","Removes all <b>Environmental Effects</b> from the Crucible"
"boons.rare.utility.flatHorizon.Name","Flat Horizon","Flat Horizon"
"boons.rare.utility.momentOfRespite.Description","Skip directly to the <b>Limnus</b>","Skip directly to the <b>Limnus</b>"
"boons.rare.utility.momentOfRespite.Name","Moment of Respite","Moment of Respite"
"boons.rare.utility.tamedFate.Description","Skip two Chambers ahead","Skip two Chambers ahead"
"boons.rare.utility.tamedFate.Name","Tamed Fate","Tamed Fate"
"boons.unique.critical.assassinsBlade.Description","Guaranteed [StatCritical] <b>Critical Strike</b> against Staggered Enemies","Guaranteed [StatCritical] <b>Critical Strike</b> against Staggered Enemies"
"boons.unique.critical.assassinsBlade.Name","Assassin's Blade","Assassin's Blade"
"boons.unique.critical.deathsTouch.Description","<b>Execute</b> non-boss enemy on <b>Critical Hit</b>","<b>Execute</b> non-boss enemy on <b>Critical Hit</b>"
"boons.unique.critical.deathsTouch.Name","Death's Touch","Death's Touch"
"boons.unique.critical.reapersSurge.Description","[StatCritical] <b>Critical Damage</b> increased by {1} for {0} seconds on Kill","[StatCritical] <b>Critical Damage</b> increased by {1} for {0} seconds on Kill"
"boons.unique.critical.reapersSurge.Name","Reaper's Surge","Reaper's Surge"
"boons.unique.critical.searingStrike.Description","Deal {0} Explosion [StatFireDamage] [!sFire]Damage[/s] on <b>Critical Hit</b>","Deal {0} Explosion [StatFireDamage] [!sFire]Damage[/s] on <b>Critical Hit</b>"
"boons.unique.critical.searingStrike.Name","Searing Strike","Searing Strike"
"boons.unique.damage.berserker.Description","Disable weapons and fight with fists, <b>Damage</b> increased by {1} for {0} seconds","Disable weapons and fight with fists, <b>Damage</b> increased by {1} for {0} seconds"
"boons.unique.damage.berserker.Name","Berserker","Berserker"
"boons.unique.damage.doomBringer.Description","[StatDamage] <b>Damage</b> increases by {0} on Kill up to {1} times","[StatDamage] <b>Damage</b> increases by {0} on Kill up to {1} times"
"boons.unique.damage.doomBringer.Name","Doom Bringer","Doom Bringer"
"boons.unique.damage.valiantHeart.Description","[StatDamage] <b>Damage</b> increased by {0} at <b>Full Health</b>","[StatDamage] <b>Damage</b> increased by {0} at <b>Full Health</b>"
"boons.unique.damage.valiantHeart.Name","Valiant Heart","Valiant Heart"
"boons.unique.damage.woundedFury.Description","[StatDamage] <b>Damage</b> increased by {0} when <b>Health drops</b> below {1}","[StatDamage] <b>Damage</b> increased by {0} when <b>Health drops</b> below {1}"
"boons.unique.damage.woundedFury.Name","Wounded Fury","Wounded Fury"
"boons.unique.elemental.cataclysm.Description","Elemental attacks <b>deal more damage</b> if the target is affected by a different element","Elemental attacks <b>deal more damage</b> if the target is affected by a different element"
"boons.unique.elemental.cataclysm.Name","Cataclysm","Cataclysm"
"boons.unique.elemental.savageEmbrace.Description","[StatElementalDamage] <b>Elemental Damage</b> increased by {0}, but take <b>continuous Damage</b>","[StatElementalDamage] <b>Elemental Damage</b> increased by {0}, but take <b>continuous Damage</b>"
"boons.unique.elemental.savageEmbrace.Name","Savage Embrace","Savage Embrace"
