"key","source","target"
"entities.items.houseItems.furniture.chairs.sculptedEleganceChair.sculptedEleganceChairData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Sculpted Elegance Chair</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Sculpted Elegance Chair</color>."
"entities.items.houseItems.furniture.chairs.simpleChair.simpleChairData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Simple Chair</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Simple Chair</color>."
"entities.items.houseItems.furniture.chests.engravedHearthsideChest.engravedHearthsideChestData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>pick up the chest</color>.","Press [block] to <color=#F2E6BD>pick up the chest</color>."
"entities.items.houseItems.furniture.chests.engravedHearthsideChest.engravedHearthsideChestData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>look inside the chest</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>look inside the chest</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.furniture.chests.mediumChest.mediumChestData.assetContainerNameRef","House Chest","House Chest"
"entities.items.houseItems.furniture.cupboards.largeCupboard.largeCupboardData.assetContainerNameRef","Birchwood Cupboard","Birchwood Cupboard"
"entities.items.houseItems.furniture.cupboards.largeCupboard.largeCupboardData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>pick up decoration</color>.","Press [block] to <color=#F2E6BD>pick up decoration</color>."
"entities.items.houseItems.furniture.cupboards.largeCupboard.largeCupboardData.assetUseHintRecordRef","Press [interact] to place <color=#F2E6BD>potions</color> inside the cupboard or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to place <color=#F2E6BD>potions</color> inside the cupboard or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.furniture.cupboards.mediumCupboard.mediumCupboardData.assetContainerNameRef","Medium Cupboard","Medium Cupboard"
"entities.items.houseItems.furniture.cupboards.mediumCupboard.mediumCupboardData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>look inside the potion cupboard</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>look inside the potion cupboard</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.furniture.cupboards.smallCupboard.smallCupboardData.assetContainerNameRef","Small Birchwood Cupboard","Small Birchwood Cupboard"
"entities.items.houseItems.furniture.pedestals.carvedPedestal.acanthusCarvedPedestalData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Acanthus Carved Pedestal</color>.","Press [block] to pick up the <color=#F2E6BD>Acanthus Carved Pedestal</color>."
"entities.items.houseItems.furniture.stands.carvedLecternStand.carvedLecternStandData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Carved Lectern Stand</color>.","Press [block] to pick up the <color=#F2E6BD>Carved Lectern Stand</color>."
"entities.items.houseItems.furniture.stools.carvedSentinelStool.carvedSentinelStoolData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Carved Sentinel Stool</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Carved Sentinel Stool</color>."
"entities.items.houseItems.furniture.stools.carvedThroneStool.carvedThroneStoolData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Carved Throne Stool</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Carved Throne Stool</color>."
"entities.items.houseItems.furniture.stools.jadeWovenStool.jadeWovenStoolData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Jade-Woven Stool</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Jade-Woven Stool</color>."
"entities.items.houseItems.furniture.stools.whittledNestStool.whittledNestStoolData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Whittled Nest Stool</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Whittled Nest Stool</color>."
"entities.items.houseItems.furniture.tables.simpleDinnerTable.simpleDinnerTableData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Simple Dinner Table</color>.","Press [block] to pick up the <color=#F2E6BD>Simple Dinner Table</color>."
"entities.items.houseItems.furniture.tables.simpleRoundTable.simpleRoundTableData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Simple Round Table</color>.","Press [block] to pick up the <color=#F2E6BD>Simple Round Table</color>."
"entities.items.houseItems.furniture.tables.simpleTable.simpleTableData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Simple Table</color>.","Press [block] to pick up the <color=#F2E6BD>Simple Table</color>."
"entities.items.houseItems.furniture.toys.whittledRockingHorse.whittledRockingHorseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Whittled Rocking Horse</color>.","Press [block] to pick up the <color=#F2E6BD>Whittled Rocking Horse</color>."
"entities.items.houseItems.refineries.furnace.tier1.tier1HouseFurnaceData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Furnace</color>.","Press [block] to pick up the <color=#F2E6BD>Furnace</color>."
"entities.items.houseItems.refineries.furnace.tier1.tier1HouseFurnaceData.assetRefineryNameRecordRef","Furnace","Furnace"
"entities.items.houseItems.refineries.furnace.tier1.tier1HouseFurnaceData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Furnace</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the Furnace</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.refineries.sawmill.tier1.tier1HouseSawmillData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Sawmill</color>.","Press [block] to pick up the <color=#F2E6BD>Sawmill</color>."
"entities.items.houseItems.refineries.sawmill.tier1.tier1HouseSawmillData.assetRefineryNameRecordRef","Sawmill","Sawmill"
"entities.items.houseItems.refineries.sawmill.tier1.tier1HouseSawmillData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Sawmill</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the Sawmill</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.refineries.spinningWheel.tier1.tier1HouseSpinningWheelData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Spinning Wheel</color>.","Press [block] to pick up the <color=#F2E6BD>Spinning Wheel</color>."
"entities.items.houseItems.refineries.spinningWheel.tier1.tier1HouseSpinningWheelData.assetRefineryNameRecordRef","Spinning Wheel","Spinning Wheel"
"entities.items.houseItems.refineries.spinningWheel.tier1.tier1HouseSpinningWheelData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Spinning Wheel</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the Spinning Wheel</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.refineries.tanningRack.tier1.tier1HouseTanningRackData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Tanning Rack</color>.","Press [block] to pick up the <color=#F2E6BD>Tanning Rack</color>."
"entities.items.houseItems.refineries.tanningRack.tier1.tier1HouseTanningRackData.assetRefineryNameRecordRef","Tanning Rack","Tanning Rack"
"entities.items.houseItems.refineries.tanningRack.tier1.tier1HouseTanningRackData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Tanning Rack</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the Tanning Rack</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.short.generalBlockPickupHintRecordRef","Pick up","Pick up"
"entities.items.houseItems.short.generalLookorPickupHintRecordRef","Look inside or [block] to pick it up","Look inside or [block] to pick it up"
"entities.items.houseItems.short.generalPlaceorPickupHintRecordRef","Place inside or [block] to pick it up","Place inside or [block] to pick it up"
"entities.items.houseItems.short.generalSitorPickupHintRecordRef","Sit or [block] to pick it up","Sit or [block] to pick it up"
"entities.items.houseItems.short.generalSleeporPickupHintRecordRef","Sleep or [block] to pick it up","Sleep or [block] to pick it up"
"entities.items.houseItems.short.generalUseorPickupHintRecordRef","Use or [block] to pick it up","Use or [block] to pick it up"
"entities.items.houseItems.whisper.houseWhisper.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the Whisper Stone</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the Whisper Stone</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.npcs.enemies.balakTaw.arenaGuardian.Name","Arena Guardian","Arena Guardian"
"entities.npcs.enemies.balakTaw.boneHawk.Name","Bone Hawk","Bone Hawk"
"entities.npcs.enemies.balakTaw.bruiser.heavyFeather.Name","Heavy Feather","Heavy Feather"
"entities.npcs.enemies.balakTaw.bruiser.theUnbreakableEgg.Name","The Unbreakable Egg","The Unbreakable Egg"
"entities.npcs.enemies.balakTaw.highTalon.Name","High Talon","High Talon"
"entities.npcs.enemies.balakTaw.hiveSlinger.Name","Hive Slinger","Hive Slinger"
"entities.npcs.enemies.balakTaw.madBrambler.Name","Mad Brambler","Mad Brambler"
"entities.npcs.enemies.balakTaw.stalkingJay.Name","Stalking Jay","Stalking Jay"
"entities.npcs.enemies.balakTaw.wildFinch.Name","Wild Finch","Wild Finch"
"entities.npcs.enemies.baneMoth.Name","Bane Moth","Bane Moth"
"entities.npcs.enemies.bossBounties.brutalCouplet.name","Brutal Couplet","Brutal Couplet"
"entities.npcs.enemies.bossBounties.goldenTitan.name","Golden Titan","Golden Titan"
"entities.npcs.enemies.bossBounties.serratedMother.name","Serrated Mother","Serrated Mother"
"entities.npcs.enemies.bossBounties.tornCaptain.name","Torn Captain","Torn Captain"
"entities.npcs.enemies.bossBounties.tornWatchman.name","Torn Watchman","Torn Watchman"
"entities.npcs.enemies.bossBounties.wallowingHusk.name","Wallowing Husk","Wallowing Husk"
"entities.npcs.enemies.bosses.bulwarkShield.name","Bulwark","Bulwark"
"entities.npcs.enemies.bosses.chickenBat.name2","The Winged Brood","The Winged Brood"
"entities.npcs.enemies.bosses.darak.darakData.darakData.name","Darak","Darak"
"entities.npcs.enemies.bosses.darak.name","Falstead Darak","Falstead Darak"
"entities.npcs.enemies.bosses.darak.name2","Falstead Darak","Falstead Darak"
"entities.npcs.enemies.bosses.darakMutant.name","Falstead Darak","Falstead Darak"
"entities.npcs.enemies.bosses.darakMutant.name2","The Torn Falstead","The Torn Falstead"
"entities.npcs.enemies.bosses.darakMutantHead.name","Falstead Darak","Falstead Darak"
"entities.npcs.enemies.bosses.darakOutskirts.name","Falstead Darak","Falstead Darak"
"entities.npcs.enemies.bosses.echoKnight.name","Cyvion the Echo Knight","Cyvion the Echo Knight"
"entities.npcs.enemies.bosses.executioner.name","Broken Vow","Broken Vow"
"entities.npcs.enemies.bosses.keeperOfTheEmbrace.name","Keeper of the Embrace","Keeper of the Embrace"
"entities.npcs.enemies.bosses.mutantSoldier.name","Warrick the Torn","Warrick the Torn"
"entities.npcs.enemies.bosses.plagueBear.name","The Lost Huntress","The Lost Huntress"
"entities.npcs.enemies.bosses.plagueBear.name2","The Lost Huntress","The Lost Huntress"
"entities.npcs.enemies.bosses.spiderBat.name","The Winged Mother","The Winged Mother"
"entities.npcs.enemies.bosses.spiderBat.name2","The Winged Mother","The Winged Mother"
"entities.npcs.enemies.bosses.spiderHorseUnmounted.name","Cyvion the Echo Knight","Cyvion the Echo Knight"
"entities.npcs.enemies.bosses.theCareTaker.name","The Caretaker","The Caretaker"
"entities.npcs.enemies.bosses.theWingedBrood.name","The Winged Brood","The Winged Brood"
"entities.npcs.enemies.bosses.theWingedBroodBerserker1.name","Bile Wretch","Bile Wretch"
"entities.npcs.enemies.bosses.theWingedBroodBerserker2.name","Blood Wraith","Blood Wraith"
"entities.npcs.enemies.bosses.tusk.name","Tusk","Tusk"
"entities.npcs.enemies.bosses.warrickTheTorn.name","Warrick the Torn","Warrick the Torn"
"entities.npcs.enemies.bounties.defenderOfKnellap.Name","Defender of Knellap","Defender of Knellap"
"entities.npcs.enemies.bounties.huntsman.Name","Huntsman","Huntsman"
"entities.npcs.enemies.bounties.plagueDoctor.Name","Plague Doctor","Plague Doctor"
"entities.npcs.enemies.bounties.reaper.Name","Reaper","Reaper"
"entities.npcs.enemies.bounties.theRed.Name","The Red","The Red"
"entities.npcs.enemies.bruiser.name","Bruiser","Bruiser"
"entities.npcs.enemies.brute.name","Brute","Brute"
"entities.npcs.enemies.brutePrisoner.name","The Riven Twins","The Riven Twins"
"entities.npcs.enemies.critters.alpineGoat.Name","Alpine Goat","Alpine Goat"
"entities.npcs.enemies.critters.barnSpider.Name","Barn Spider","Barn Spider"
"entities.npcs.enemies.critters.bigCrab.Name","Harvester Crab","Harvester Crab"
"entities.npcs.enemies.critters.brineCrab.Name","Brine Crab","Brine Crab"
"entities.npcs.enemies.critters.brushRabbit.Name","Brush Rabbit","Brush Rabbit"
"entities.npcs.enemies.critters.crab.Name","Crab","Crab"
"entities.npcs.enemies.critters.crestedStag.Name","Crested Stag","Crested Stag"
"entities.npcs.enemies.critters.grimeRat.Name","Grime Rat","Grime Rat"
"entities.npcs.enemies.critters.mireLeech.Name","Mire Leech","Mire Leech"
"entities.npcs.enemies.critters.nobleChicken.Name","Noble Chicken","Noble Chicken"
"entities.npcs.enemies.critters.shadeFox.Name","Shade Fox","Shade Fox"
"entities.npcs.enemies.critters.speckledDeer.Name","Speckled Deer","Speckled Deer"
"entities.npcs.enemies.falseOnes.falseGuardian.Name","False Guardian","False Guardian"
"entities.npcs.enemies.falseOnes.falseHarbinger.Name","False Harbinger","False Harbinger"
"entities.npcs.enemies.falseOnes.falseOathkeeper.Name","False Oathkeeper","False Oathkeeper"
"entities.npcs.enemies.falseOnes.falseRemnant.Name","False Remnant","False Remnant"
"entities.npcs.enemies.falseOnes.falseSentinel.Name","False Sentinel","False Sentinel"
"entities.npcs.enemies.falseOnes.falseTitan.Name","False Titan","False Titan"
"entities.npcs.enemies.gloam.duskChild.Name","Dusk Child","Dusk Child"
"entities.npcs.enemies.gloam.gloamking.Name","Gloamking","Gloamking"
"entities.npcs.enemies.gloam.torchborne.Name","Torchborne","Torchborne"
"entities.npcs.enemies.harvesters.copseTreader.Name","Copse Treader","Copse Treader"
"entities.npcs.enemies.harvesters.limseedArcher.Name","Limseed Archer","Limseed Archer"
"entities.npcs.enemies.harvesters.rustReaver.Name","Rust Reaver","Rust Reaver"
"entities.npcs.enemies.harvesters.timberWight.Name","Timber Wight","Timber Wight"
"entities.npcs.enemies.harvesters.wormwoodWretch.Name","Wormwood Wretch","Wormwood Wretch"
"entities.npcs.enemies.kamikazeRat.Name","Immolation Rat","Immolation Rat"
"entities.npcs.enemies.mimic.tornCrawler.Name","Torn Crawler","Torn Crawler"
"entities.npcs.enemies.nith.nithLeviathan.Name","Nith Leviathan","Nith Leviathan"
"entities.npcs.enemies.nith.nithMuckwraith.Name","Nith Muckwraith","Nith Muckwraith"
"entities.npcs.enemies.nith.nithScreamer.Name","Nith Screamer","Nith Screamer"
"entities.npcs.enemies.nith.nithWallower.Name","Nith Wallower","Nith Wallower"
"entities.npcs.enemies.nonHumanoids.brutes.swampGiants.theRivenTwins.name","The Riven Twins","The Riven Twins"
"entities.npcs.enemies.nonHumanoids.tornBear.Name","Torn Bear","Torn Bear"
"entities.npcs.enemies.nonHumanoids.wolves.tornWolf.Name","Torn Wolf","Torn Wolf"
"entities.npcs.enemies.paleWolf.Name","Pale Wolf","Pale Wolf"
"entities.npcs.enemies.plaguedHeart.Name","Torn Retcher","Torn Retcher"
"entities.npcs.enemies.plaguedRaiders.tornColossus.Name","Torn Colossus","Torn Colossus"
"entities.npcs.enemies.plaguedRaiders.tornGrub.Name","Torn Grub","Torn Grub"
"entities.npcs.enemies.plaguedRaiders.tornGrubhost.Name","Torn Grubhost","Torn Grubhost"
"entities.npcs.enemies.plaguedRaiders.tornRover.Name","Torn Rover","Torn Rover"
"entities.npcs.enemies.plaguesystembosses.boar.name","Marin's Might","Marin's Might"
"entities.npcs.enemies.plaguesystembosses.caretaker.name","Marin's Voice","Marin's Voice"
"entities.npcs.enemies.plaguesystembosses.darak.name","Annora's Shadow","Annora's Shadow"
"entities.npcs.enemies.plaguesystembosses.echoKnight.name","The Sayer's Echo","The Sayer's Echo"
"entities.npcs.enemies.plaguesystembosses.mutantSoldier.name","Sigrid's Vow","Sigrid's Vow"
"entities.npcs.enemies.plaguesystembosses.plagueBear.name","Daughter of the Vale","Daughter of the Vale"
"entities.npcs.enemies.plaguesystembosses.rivenTwins.name","Bloodbound Torment ","Bloodbound Torment "
"entities.npcs.enemies.plaguesystembosses.wingedBrood.name","Children of the Chosen","Children of the Chosen"
"entities.npcs.enemies.plaguesystembosses.wingedBroodBerserker1.name","Caylen's Faithful","Caylen's Faithful"
"entities.npcs.enemies.plaguesystembosses.wingedBroodBerserker2.name","Caylen's Forgotten","Caylen's Forgotten"
"entities.npcs.enemies.prisoners.bondedWitch.Name","Bonded Witch","Bonded Witch"
"entities.npcs.enemies.prisoners.cagedExile.Name","Caged Exile","Caged Exile"
"entities.npcs.enemies.prisoners.shackledBrute.Name","Shackled Brute","Shackled Brute"
"entities.npcs.enemies.prisoners.tornCanid.Name","Torn Canid","Torn Canid"
"entities.npcs.enemies.prisoners.tornCaptive.Name","Torn Captive","Torn Captive"
"entities.npcs.enemies.rustBear.Name","Rust Bear","Rust Bear"
"entities.npcs.enemies.siren.sirenBantling.Name","Siren Bantling","Siren Bantling"
"entities.npcs.enemies.siren.sirenMother.Name","Siren Mother","Siren Mother"
"entities.npcs.enemies.siren.sirenOffspring.Name","Siren Offspring","Siren Offspring"
"entities.npcs.enemies.tanth.tanthCleaver.Name","Tanth Cleaver","Tanth Cleaver"
"entities.npcs.enemies.tanth.tanthHarvester.Name","Tanth Harvester","Tanth Harvester"
"entities.npcs.enemies.tanth.tanthOutrider.Name","Tanth Outrider","Tanth Outrider"
"entities.npcs.enemies.tanth.tanthScout.Name","Tanth Scout","Tanth Scout"
"entities.npcs.enemies.tanth.tanthVanguard.Name","Tanth Vanguard","Tanth Vanguard"
"entities.npcs.enemies.tornCarapace.Name","Torn Carapace","Torn Carapace"
"entities.npcs.enemies.tornFowl.Name","Torn Fowl","Torn Fowl"
"entities.npcs.enemies.tornRat.Name","Torn Rat","Torn Rat"
"entities.npcs.enemies.types.balakTaw","Balak Taw","Balak Taw"
"entities.npcs.enemies.types.beast","Beasts","Beasts"
"entities.npcs.enemies.types.boarskin","Boarskin","Boarskin"
"entities.npcs.enemies.types.falseOnes","False Ones","False Ones"
"entities.npcs.enemies.types.giant","Giant","Giant"
"entities.npcs.enemies.types.gloam","The Gloam","The Gloam"
"entities.npcs.enemies.types.harvesters","Harvesters","Harvesters"
"entities.npcs.enemies.types.nith","Nith","Nith"
"entities.npcs.enemies.types.plagued","Plagued","Plagued"
"entities.npcs.enemies.types.prisoner","Prisoners","Prisoners"
"entities.npcs.enemies.types.risen","The Risen","The Risen"
"entities.npcs.enemies.types.tanth","Knights of Tanth","Knights of Tanth"
"entities.npcs.enemies.types.tornBeast","Torn Beasts","Torn Beasts"
"entities.npcs.enemies.types.tornHuman","Torn Humans","Torn Humans"
"entities.npcs.enemies.wildBoar.Name","Wild Boar","Wild Boar"
"entities.npcs.enemies.wingedBroodling.Name","Winged Broodling","Winged Broodling"
"entities.npcs.friendly.features.arenaMaster.interactionHint","Press [interact] to <color=#F2E6BD>talk to Boroth the Arena Master</color>.","Press [interact] to <color=#F2E6BD>talk to Boroth the Arena Master</color>."
"entities.npcs.friendly.features.borothArenaMaster.name","Boroth the Arena Master","Boroth the Arena Master"
"entities.npcs.friendly.features.borothArenaMaster.name2","Boroth the Arena Master","Boroth the Arena Master"
"entities.npcs.friendly.features.captainRandolph.interactionHint","Press [interact] to <color=#F2E6BD>talk</color>.","Press [interact] to <color=#F2E6BD>talk</color>."
"entities.npcs.friendly.features.captainRandolph.name","Captain Randolph","Captain Randolph"
"entities.npcs.friendly.features.captainRandolph.name2","Captain Randolph","Captain Randolph"
"entities.npcs.friendly.generic.name","Whittacker","Whittacker"
"entities.npcs.friendly.quest.aSmallMercy.maeve.name","Maeve","Maeve"
"entities.npcs.friendly.quest.balakTaw.greatBeak.interactionHint","Press [interact] to <color=#F2E6BD>talk to The Great Beak</color>.","Press [interact] to <color=#F2E6BD>talk to The Great Beak</color>."
"entities.npcs.friendly.quest.balakTaw.greatBeak.name","The Great Beak","The Great Beak"
"entities.npcs.friendly.quest.beggarsTrust.casperDog.name","Casper","Casper"
"entities.npcs.friendly.quest.beggarsTrust.mainBeggar.name","Beaten Beggar","Beaten Beggar"
"entities.npcs.friendly.quest.mainBeggarBeggarsTrust.name","Beaten Beggar","Beaten Beggar"
"entities.npcs.friendly.quest.missingBrother.husbandAndWifeGroup1.interactionHint","Press [interact] to <color=#F2E6BD>talk</color>.","Press [interact] to <color=#F2E6BD>talk</color>."
"entities.npcs.friendly.quest.missingBrother.missingBrother.name","Chained Man","Chained Man"
"entities.npcs.friendly.quest.missingBrother.missingBrotherDead.name","Caged Man","Caged Man"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.agathaView.Agatha","Agatha","Agatha"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.arvinView.Arvin","Arvin","Arvin"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.benetaView.Beneta","Beneta","Beneta"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.cyrielView.Cyriel","Cyriel","Cyriel"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.dolan.name","Dolan","Dolan"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.finiView.Fini","Fini","Fini"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.francisView.Francis","Francis","Francis"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.gesView.Ges","Ges","Ges"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.gretaView.Greta","Greta","Greta"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.hestaView.Hesta","Hesta","Hesta"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.igneyView.Igney","Igney","Igney"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.inolaView.Inola","Inola","Inola"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.iverView.Iver","Iver","Iver"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.kovaView.Kova","Kova","Kova"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.minoView.Mino","Mino","Mino"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.netoView.Neto","Neto","Neto"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.offemView.Offem","Offem","Offem"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.renaeView.Renae","Renae","Renae"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.risaView.Risa","Risa","Risa"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.tallum.name","Tallum","Tallum"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.trello.name","Trelo","Trelo"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.vadelView.Vadel","Vadel","Vadel"
"entities.npcs.friendly.quest.rootsThatBindNPCs.marinVillagers.wallinView.Wallin","Wallin","Wallin"
"entities.npcs.friendly.quest.rootsThatBindNPCs.zombieVillager.name","Villager","Villager"
"entities.npcs.friendly.quest.royalSeal.boleinKnights.boleinKnightChoppingTree.name","Bolein Knight","Bolein Knight"
"entities.npcs.friendly.quest.royalSeal.inquisitor.name","Inquisitor","Inquisitor"
"entities.npcs.friendly.quest.royalSeal.inquisitors.name","Inquisitors","Inquisitors"
"entities.npcs.friendly.quest.royalSeal.keeper.name","Keeper","Keeper"
"entities.npcs.friendly.quest.royalSeal.orvyn.name","Orvyn","Orvyn"
"entities.npcs.friendly.quest.royalSeal.primusBainbridge.name","Primus Bainbridge","Primus Bainbridge"
"entities.npcs.friendly.quest.royalSeal.quarryPrisoner.name","Malec","Malec"
"entities.npcs.friendly.quest.royalSeal.speakerHess.name","Speaker Hess","Speaker Hess"
"entities.npcs.friendly.quest.royalSeal.speakerLucian.name","Speaker Lucian","Speaker Lucian"
"entities.npcs.friendly.quest.royalSeal.speakerTermina.name","Speaker Termina","Speaker Termina"
"entities.npcs.friendly.quest.royalSeal.warRoomBribableGuard.name","Guard Godwin","Guard Godwin"
"entities.npcs.friendly.quest.sideBeggarMaleBeggarsTrust.name","Beggar","Beggar"
"entities.npcs.friendly.quest.tipper.name","Tipper","Tipper"
"entities.npcs.friendly.quest.weepingSisters.ferrin.interactionHint","Press [interact] to <color=#F2E6BD>talk to Ferrin</color>.","Press [interact] to <color=#F2E6BD>talk to Ferrin</color>."
"entities.npcs.friendly.quest.weepingSisters.ferrin.name","Ferrin","Ferrin"
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterAdan.interactionHint","Press [interact] to <color=#F2E6BD>talk to Adan</color>.","Press [interact] to <color=#F2E6BD>talk to Adan</color>."
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterAdan.name","Adan","Adan"
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterDel.interactionHint","Press [interact] to <color=#F2E6BD>talk to Del</color>.","Press [interact] to <color=#F2E6BD>talk to Del</color>."
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterDel.name","Del","Del"
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterJocosa.interactionHint","Press [interact] to <color=#F2E6BD>talk to Jocosa</color>.","Press [interact] to <color=#F2E6BD>talk to Jocosa</color>."
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterJocosa.name","Jocosa","Jocosa"
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterMalvo.interactionHint","Press [interact] to <color=#F2E6BD>talk to Malvo</color>.","Press [interact] to <color=#F2E6BD>talk to Malvo</color>."
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterMalvo.name","Malvo","Malvo"
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterNomara.interactionHint","Press [interact] to <color=#F2E6BD>talk to Nomara</color>.","Press [interact] to <color=#F2E6BD>talk to Nomara</color>."
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterNomara.name","Nomara","Nomara"
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterRussa.hunterRussaEntityData.name","Russa","Russa"
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterRussa.interactionHint","Press [interact] to <color=#F2E6BD>talk to Russa</color>.","Press [interact] to <color=#F2E6BD>talk to Russa</color>."
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterSora.interactionHint","Press [interact] to <color=#F2E6BD>talk to Sora</color>.","Press [interact] to <color=#F2E6BD>talk to Sora</color>."
"entities.npcs.friendly.quest.weepingSisters.hunters.hunterSora.name","Sora","Sora"
