"key","source","target"
"enchantments.gainHealthOnKill.Description","Gain {0} [StatHealth] <b>Health</b> on Kill","اكتساب {0} [StatHealth] <b>صحة</b> عند القتل"
"enchantments.gainHealthOnKillAgainstStaggeredEnemies.Description","Gain {0} [StatHealth] <b>Health</b> on Kill against Staggered Enemies","اكتساب {0} [StatHealth] <b>صحة</b> عند القتل ضد الأعداء المترنحين"
"enchantments.gainHealthOnParry.Description","Gain {0} [StatHealth] <b>Health</b> on Parry","اكتساب {0} [StatHealth] <b>صحة</b> عند الصد المتقن"
"enchantments.gainHealthOnStagger.Description","Gain {0} [StatHealth] <b>Health</b> on Staggering an Enemy","اكتساب {0} [StatHealth] <b>صحة</b> عند ترنيح العدو"
"enchantments.gainHealthOncePerRuneAttack.Description","Gain {0} [StatHealth] <b>Health</b> once per Rune Attack","اكتساب {0} [StatHealth] <b>صحة</b> مرة واحدة لكل هجوم رون"
"enchantments.gainStaminaOnBlock.Description","Gain {0} [StatStamina] <b>Stamina</b> on Block","اكتساب {0} [StatStamina] <b>تحمل</b> عند الصد"
"enchantments.gainStaminaOnDamageDealt.Description","Gain {0} [StatStamina] <b>Stamina</b> on Damage Dealt","اكتساب {0} [StatStamina] <b>تحمل</b> عند إلحاق الضرر"
"enchantments.gainStaminaOnDodged.Description","Gain {0} [StatStamina] <b>Stamina</b> on Damage Dodged","اكتساب {0} [StatStamina] <b>تحمل</b> عند تفادي الضرر"
"enchantments.gainStaminaOnFocusUse.Description","Gain {0} [StatStamina] <b>Stamina</b> on Focus Use","اكتساب {0} [StatStamina] <b>تحمل</b> عند استخدام التركيز"
"enchantments.gainStaminaOnParry.Description","Gain {0} [StatStamina] <b>Stamina</b> on Parry","اكتساب {0} [StatStamina] <b>تحمل</b> عند الصد المتقن"
"enchantments.gainStaminaOnStagger.Description","Gain {0} [StatStamina] <b>Stamina</b> on Staggering an Enemy","اكتساب {0} [StatStamina] <b>تحمل</b> عند ترنيح العدو"
"enchantments.healingDecreased.Description","[StatHealing] <b>Healing</b> reduced by {0}","[StatHealing] تقليل <b>الشفاء</b> بمقدار {0}"
"enchantments.healingDecreasedPerNearbyEnemy.Description","[StatHealing] <b>Healing</b> reduced by {0} for each Nearby Enemy","[StatHealing] تقليل <b>الشفاء</b> بمقدار {0} لكل عدو قريب"
"enchantments.healingDecreasedWhenNoNearbyEnemy.Description","[StatHealing] <b>Healing</b> reduced by {0} if no Enemies nearby","[StatHealing] تقليل <b>الشفاء</b> بمقدار {0} في حال عدم وجود أعداء بالقرب"
"enchantments.healingIncreased.Description","[StatHealing] <b>Healing</b> increased by {0}","[StatHealing] زيادة <b>الشفاء</b> بمقدار {0}"
"enchantments.healingIncreasedAtLowFocus.Description","[StatHealing] <b>Healing</b> increased by {0} at Low Focus","[StatHealing] زيادة <b>الشفاء</b> بمقدار {0} عند انخفاض التركيز"
"enchantments.healingScalesWithDurability.Description","[StatHealing] <b>Healing</b> increased by {0} of <b>Current Durability</b>","[StatHealing] زيادة <b>الشفاء</b> بمقدار {0} من <b>المتانة الحالية</b>"
"enchantments.healthDrainIncreasedInCombat.Description","[StatHealthRegen] <b>Drain Health</b> in Combat","[StatHealthRegen] <b>استنزاف الصحة</b> أثناء القتال"
"enchantments.healthRallyIncreased.Description","Gain {0} [StatHealthRally] <b>Regainable Health</b>","اكتساب {0} [StatHealthRally] <b>صحة قابلة للاستعادة</b>"
"enchantments.healthRegenIncreased.Description","Gain {0} [StatHealthRegen] <b>Health Regeneration</b>","اكتساب {0} [StatHealthRegen] <b>تجدد الصحة</b>"
"enchantments.healthRegenIncreasedInCombat.Description","Gain {0} [StatHealthRegen] <b>Health Regeneration</b> in Combat","اكتساب {0} [StatHealthRegen] <b>تجدد الصحة</b> أثناء القتال"
"enchantments.healthRegenIncreasedWhileBlocking.Description","Gain {0} [StatHealthRegen] <b>Health Regeneration</b> while Blocking","اكتساب {0} [StatHealthRegen] <b>تجدد الصحة</b> أثناء الصد"
"enchantments.heatDamageIncreasedAfterColdDamageDealt.Description","[StatFireDamage] [!sFire]Fire Damage[/s] increased by {0} for {1} seconds after [!sIce]Ice Damage[/s] Dealt","[StatFireDamage] زيادة [!sFire]ضرر النار[/s] بمقدار {0} لمدة {1} ثوانٍ بعد إلحاق [!sIce]ضرر الجليد[/s]"
"enchantments.hungerIncreased.Description","<b>Hunger Limit</b> increased by {0}","زيادة <b>حد الجوع</b> بمقدار {0}"
"enchantments.iceResistanceIncreased.Description","[StatColdArmor] <b>Ice Resistance</b> increased by {0}","[StatColdArmor] زيادة <b>مقاومة الجليد</b> بمقدار {0}"
"enchantments.indestructible.Description","<b>Indestructible</b>","<b>لا ينكسر</b>"
"enchantments.infectionBuildupIncreased.Description","[StatPlagueDamage] [!sPlague]Infection Buildup[/s] increased by {0}","[StatPlagueDamage] زيادة [!sPlague]تراكم العدوى[/s] بمقدار {0}"
"enchantments.itemWeightDecreased.Description","[StatWeight] <b>Weight</b> reduced by {0}","[StatWeight] تقليل <b>الوزن</b> بمقدار {0}"
"enchantments.itemWeightIncreased.Description","[StatWeight] <b>Weight</b> increased by {0}","[StatWeight] زيادة <b>الوزن</b> بمقدار {0}"
"enchantments.knockbackResistanceIncreased.Description","<b>Knockback Resistance</b> increased by {0}","زيادة <b>مقاومة الدفع للخلف</b> بمقدار {0}"
"enchantments.lifestealIncreased.Description","Gain {0} [StatLifesteal] <b>Lifesteal</b>","اكتساب {0} [StatLifesteal] <b>سرقة الحياة</b>"
"enchantments.lifestealIncreasedAgainstBleeding.Description","Gain {0} [StatLifesteal] <b>Lifesteal</b> against [!sPhysical]Bleeding[/s] Enemies","اكتساب {0} [StatLifesteal] <b>سرقة الحياة</b> ضد الأعداء [!sPhysical]الذين ينزفون[/s]"
"enchantments.lifestealIncreasedAtLowHealth.Description","Gain {0} [StatLifesteal] <b>Lifesteal</b> at Low Health","اكتساب {0} [StatLifesteal] <b>سرقة الحياة</b> عند انخفاض الصحة"
"enchantments.lightningDamageIncreased.Description","[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0}","[StatLightningDamage] زيادة [!sLightning]ضرر البرق[/s] بمقدار {0}"
"enchantments.lightningDamageOverride.Description","Gain [StatLightningDamage] [!sLightning]Lightning[/s] Infusion","اكتساب تضمين [StatLightningDamage] [!sLightning]البرق[/s]"
"enchantments.lightningDamageOverrideAfterSprint.Description","[StatLightningDamage] [!sLightning]Lightning Damage[/s] Infusion after Sprinting for {0} seconds","تضمين [StatLightningDamage] [!sLightning]ضرر البرق[/s] بعد الركض لمدة {0} ثوانٍ"
"enchantments.lightningResistanceIncreased.Description","[StatLightningArmor] <b>Lightning Resistance</b> increased by {0}","[StatLightningArmor] زيادة <b>مقاومة البرق</b> بمقدار {0}"
"enchantments.loseDurabilityOnDamageTaken.Description","Lose {0} [StatDurability] <b>Durability</b> on Damage Taken","فقدان {0} [StatDurability] <b>متانة</b> عند تلقي الضرر"
"enchantments.loseFocusOnDamageTaken.Description","Lose {0} [StatFocus] <b>Focus</b> on Damage Taken","فقدان {0} [StatFocus] <b>تركيز</b> عند تلقي الضرر"
"enchantments.loseFocusOnFocusUse.Description","Lose {0} [StatFocus] <b>Focus</b> on Focus Use","فقدان {0} [StatFocus] <b>تركيز</b> عند استخدام التركيز"
"enchantments.loseStaminaOnBlock.Description","Lose {0} [StatStamina] <b>Stamina</b> on Block","فقدان {0} [StatStamina] <b>تحمل</b> عند الصد"
"enchantments.loseStaminaOnDamageTaken.Description","Lose {0} [StatStamina] <b>Stamina</b> on Damage Taken","فقدان {0} [StatStamina] <b>تحمل</b> عند تلقي الضرر"
"enchantments.magical.armor.armorIncreasedAtLowHealth.Description","<b>Armor</b> increased by {0} at Low Health","زيادة <b>الدرع</b> بمقدار {0} عند انخفاض الصحة"
"enchantments.magical.damage.coldPotency.Description","<b>Cold Potency</b> increased by {0}","زيادة <b>فاعلية الصقيع</b> بمقدار {0}"
"enchantments.magical.damage.dodgeAttackDamageIncrease.Description","<b>Dodge Attacks</b> deal {0} more Damage","تُلحق <b>هجمات التفادي</b> ضرراً إضافياً بمقدار {0}"
"enchantments.magical.damage.electricPotency.Description","<b>Electric Potency</b> increased by {0}","زيادة <b>فاعلية الكهرباء</b> بمقدار {0}"
"enchantments.magical.damage.fire.heatDamage.Description","Attacks deal {0} <b>Heat Damage</b>","تُلحق الهجمات {0} <b>ضرر حراري</b>"
"enchantments.magical.damage.fire.heatDamageOnBackstab.Description","Deals {0} <b>Heat Damage</b> on Backstab","إلحاق {0} <b>ضرر حراري</b> عند الطعنة الخلفية"
"enchantments.magical.damage.fire.heatDamageOnDamageTaken.Description","Deals {0} <b>Heat Damage</b> on Damage Taken","إلحاق {0} <b>ضرر حراري</b> عند تلقي الضرر"
"enchantments.magical.damage.heatPotency.Description","<b>Heat Potency</b> increased by {0}","زيادة <b>فاعلية الحرارة</b> بمقدار {0}"
"enchantments.magical.damage.ice.coldDamage.Description","Attacks deal {0} <b>Cold Damage</b>","تُلحق الهجمات {0} <b>ضرر جليد</b>"
"enchantments.magical.damage.ice.coldDamageOnBackstab.Description","Deals {0} <b>Cold Damage</b> on Backstab","إلحاق {0} <b>ضرر جليد</b> عند الطعنة الخلفية"
"enchantments.magical.damage.ice.coldDamageOnDamageTaken.Description","Deals {0} <b>Cold Damage</b> on Damage Taken","إلحاق {0} <b>ضرر جليد</b> عند تلقي الضرر"
"enchantments.magical.damage.ice.coldDamageOnParry.Description","Deals {0} <b>Cold Damage</b> on Parry","إلحاق {0} <b>ضرر جليد</b> عند الصد المتقن"
"enchantments.magical.damage.knockdownChanceIncrease.Description","<b>Knockdown Chance</b> increased by","زيادة <b>فرصة الإسقاط أرضاً</b> بمقدار"
"enchantments.magical.damage.lightning.electricDamage.Description","Attacks deal {0} <b>Electric Damage</b>","تُلحق الهجمات {0} <b>ضرر كهربائي</b>"
"enchantments.magical.damage.lightning.electricDamageOnBackstab.Description","Deals {0} <b>Electric Damage</b> on Backstab","إلحاق {0} <b>ضرر كهربائي</b> عند الطعنة الخلفية"
"enchantments.magical.damage.lightning.electricDamageOnDamageTaken.Description","Deals {0} <b>Electric Damage</b> on Damage Taken","إلحاق {0} <b>ضرر كهربائي</b> عند تلقي الضرر"
"enchantments.magical.damage.lightning.electricDamageOnParry.Description","Deals {0} <b>Electric Damage</b> on Parry","إلحاق {0} <b>ضرر كهربائي</b> عند الصد المتقن"
"enchantments.magical.damage.plague.plagueDamage.Description","Attacks deal {0} <b>Plague Damage</b>","تُلحق الهجمات {0} <b>ضرر وباء</b>"
"enchantments.magical.damage.plague.plagueDamageOnBackstab.Description","Deals {0} <b>Plague Damage</b> on Backstab","إلحاق {0} <b>ضرر وباء</b> عند الطعنة الخلفية"
"enchantments.magical.damage.plague.plagueDamageOnDamageTaken.Description","Deals {0} <b>Plague Damage</b> on Damage Taken","إلحاق {0} <b>ضرر وباء</b> عند تلقي الضرر"
"enchantments.magical.damage.plague.plagueDamageOnParry.Description","Deals {0} <b>Plague Damage</b> on Parry","إلحاق {0} <b>ضرر وباء</b> عند الصد المتقن"
"enchantments.magical.damage.plaguePotency.Description","<b>Plague Potency</b> increased by {0}","زيادة <b>فاعلية الوباء</b> بمقدار {0}"
"enchantments.magical.damage.runAttackDamageIncrease.Description","<b>Run Attacks</b> deal {0} more Damage","تُلحق <b>هجمات الركض</b> ضرراً إضافياً بمقدار {0}"
"enchantments.magical.damage.shieldBreakChanceIncrease.Description","<b>Shield Break Chance</b> increased by {0}","زيادة <b>فرصة كسر الترس</b> بمقدار {0}"
"enchantments.magical.focus.focusIncreasedAtFullHealth.Description","<b>Focus</b> increased by {0} at Full Health","زيادة <b>التركيز</b> بمقدار {0} عند اكتمال الصحة"
"enchantments.magical.focus.focusIncreasedAtLowHealth.Description","<b>Focus</b> increased by {0} at Low Health","زيادة <b>التركيز</b> بمقدار {0} عند انخفاض الصحة"
"enchantments.magical.focus.gainFocusOnDamageDealt.Description","Gain <b>{0} Focus</b> on Damage Dealt","اكتساب <b>{0} تركيز</b> عند إلحاق الضرر"
"enchantments.magical.focus.gainFocusOnFocusUse.Description","Gain <b>{0} Focus</b> on Focus Use","اكتساب <b>{0} تركيز</b> عند استخدام التركيز"
"enchantments.magical.healing.foodCooldownDecreased.Description","<b>Food Cooldown</b> reduced by {0}","تقليل <b>فترة انتظار الطعام</b> بمقدار {0}"
"enchantments.magical.healing.healingEffectsIncreased.Description","<b>Healing Effects</b> increased by {0}","زيادة <b>تأثيرات الشفاء</b> بمقدار {0}"
"enchantments.magical.health.gainHealthOnBlock.Description","Gain <b>{0} Health</b> On Block","اكتساب <b>{0} صحة</b> عند الصد"
"enchantments.magical.health.gainHealthOnFocusUse.Description","Gain <b>{0} Health</b> on Focus Use","اكتساب <b>{0} صحة</b> عند استخدام التركيز"
"enchantments.magical.misc.consumablesPotencyIncreased.Description","Increases Consumables Potency","زيادة فاعلية المستهلكات"
"enchantments.magical.misc.fallDamageDecreased.Description","Decreased <b>Fall Damage</b>","تقليل <b>ضرر السقوط</b>"
"enchantments.magical.misc.resurrectUponDeathChance.Description","<b>Resurrect</b> upon Death","<b>البعث</b> عند الموت"
"enchantments.magical.poise.poiseDamageIncreased.Description","<b>Poise Damage</b> increased by {0}","زيادة <b>ضرر الصمود</b> بمقدار {0}"
"enchantments.magical.stamina.blockingStaminaCostDecreased.Description","<b>Blocking Stamina Cost</b> reduced by {0}","تقليل <b>استهلاك التحمل للصد</b> بمقدار {0}"
"enchantments.magical.stamina.climbingStaminaCostDecreased.Description","<b>Climbing Stamina Cost</b> reduced by {0}","تقليل <b>استهلاك التحمل للتسلق</b> بمقدار {0}"
"enchantments.magical.stamina.staminaIncreasedAtFullHealth.Description","<b>Stamina</b> increased by {0} at Full Health","زيادة <b>التحمل</b> بمقدار {0} عند اكتمال الصحة"
"enchantments.magical.stamina.staminaIncreasedAtLowHealth.Description","<b>Stamina</b> increased by {0} at Low Health","زيادة <b>التحمل</b> بمقدار {0} عند انخفاض الصحة"
"enchantments.magical.stealth.gainInvisibilityOnCrouching.Description","<b>Become Invisible</b> for Seconds while Crouching","<b>تصبح خفياً</b> لعدة ثوانٍ أثناء الانحناء"
"enchantments.magical.stealth.gainInvisibilityOnSidling.Description","<b>Become Invisible</b> for Seconds while Sidling","<b>تصبح خفياً</b> لعدة ثوانٍ أثناء المحاذاة"
"enchantments.maxFocusDecreased.Description","[StatMaxFocus] <b>Max Focus</b> reduced by {0}","[StatMaxFocus] تقليل <b>الحد الأقصى للتركيز</b> بمقدار {0}"
"enchantments.maxFocusIncreased.Description","[StatMaxFocus] <b>Max Focus</b> increased by {0}","[StatMaxFocus] زيادة <b>الحد الأقصى للتركيز</b> بمقدار {0}"
"enchantments.maxHealthDecreased.Description","[StatMaxHealth] <b>Max Health</b> reduced by {0}","[StatMaxHealth] تقليل <b>الحد الأقصى للصحة</b> بمقدار {0}"
"enchantments.maxHealthIncreased.Description","[StatMaxHealth] <b>Max Health</b> increased by {0}","[StatMaxHealth] زيادة <b>الحد الأقصى للصحة</b> بمقدار {0}"
"enchantments.maxHealthScalesWithMaxFocus.Description","[StatMaxHealth] <b>Max Health</b> increased by {0}% of Max Focus","[StatMaxHealth] زيادة <b>الحد الأقصى للصحة</b> بمقدار {0}% من الحد الأقصى للتركيز"
"enchantments.maxStaminaDecreased.Description","[StatMaxStamina] <b>Max Stamina</b> reduced by {0}","[StatMaxStamina] تقليل <b>الحد الأقصى للتحمل</b> بمقدار {0}"
"enchantments.maxStaminaIncreased.Description","[StatMaxStamina] <b>Max Stamina</b> increased by {0}","[StatMaxStamina] زيادة <b>الحد الأقصى للتحمل</b> بمقدار {0}"
"enchantments.maxStaminaScalesWithMaxFocus.Description","[StatMaxStamina] <b>Max Stamina</b> increased by {0}% of Max Focus","[StatMaxStamina] زيادة <b>الحد الأقصى للتحمل</b> بمقدار {0}% من الحد الأقصى للتركيز"
"enchantments.movementSpeedDecreased.Description","[StatMovementSpeed] <b>Movement Speed</b> reduced by {0}","[StatMovementSpeed] تقليل <b>سرعة الحركة</b> بمقدار {0}"
"enchantments.movementSpeedDecreasedPerNearbyEnemy.Description","[StatMovementSpeed] <b>Movement Speed</b> reduced by {0} per Nearby Enemy","[StatMovementSpeed] تقليل <b>سرعة الحركة</b> بمقدار {0} لكل عدو قريب"
"enchantments.movementSpeedIncreased.Description","[StatMovementSpeed] <b>Movement Speed</b> increased by {0}","[StatMovementSpeed] زيادة <b>سرعة الحركة</b> بمقدار {0}"
"enchantments.movementSpeedIncreasedAfterChargedAttack.Description","[StatMovementSpeed] <b>Movement Speed</b> increased by {0} for {1} seconds after Damage Dealt by Charged Attack","[StatMovementSpeed] زيادة <b>سرعة الحركة</b> بمقدار {0} لمدة {1} ثوانٍ بعد إلحاق ضرر بهجوم مشحون"
"enchantments.movementSpeedIncreasedAfterKill.Description","[StatMovementSpeed] <b>Movement Speed</b> increased by {0} for {1} seconds after Kill","[StatMovementSpeed] زيادة <b>سرعة الحركة</b> بمقدار {0} لمدة {1} ثوانٍ بعد القتل"
"enchantments.movementSpeedIncreasedAfterRuneAttack.Description","[StatMovementSpeed] <b>Movement Speed</b> increased by {0} for {1} seconds after Damage Dealt by Rune Attack","[StatMovementSpeed] زيادة <b>سرعة الحركة</b> بمقدار {0} لمدة {1} ثوانٍ بعد إلحاق ضرر بهجوم الرون"
"enchantments.normalDamageIncreasedAfterChargedAttack.Description","[StatDamage] <b>Normal Attack Damage</b> increased by {0} for {1} seconds after Damage Dealt by Charged Attack","[StatDamage] زيادة <b>ضرر الهجوم العادي</b> بمقدار {0} لمدة {1} ثوانٍ بعد إلحاق ضرر بهجوم مشحون"
"enchantments.onlyHeavyRoll.Description","<b>Heavy Roll</b> only","<b>تدحرج ثقيل</b> فقط"
"enchantments.parryDisabled.Description","<b>Parry</b> disabled","تعطيل <b>الصد المتقن</b>"
"enchantments.parryStaminaCostDecreased.Description","[StatStaminaCost] <b>Parry Stamina Cost</b> reduced by {0}","[StatStaminaCost] تقليل <b>استهلاك التحمل للصد المتقن</b> بمقدار {0}"
"enchantments.physicalDamageIncreased.Description","[StatPhysicalDamage] [!sPhysical]Physical Damage[/s] increased by {0}","[StatPhysicalDamage] زيادة [!sPhysical]الضرر الجسدي[/s] بمقدار {0}"
"enchantments.physicalDamageTakenDecreased.Description","[StatPhysicalDamageTaken] <b>Physical Resistance</b> increased by {0}","[StatPhysicalDamageTaken] زيادة <b>المقاومة الجسدية</b> بمقدار {0}"
"enchantments.plagueDamageIncreased.Description","[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0}","[StatPlagueDamage] زيادة [!sPlague]ضرر الوباء[/s] بمقدار {0}"
"enchantments.plagueDamageOverride.Description","Gain [StatPlagueDamage] [!sPlague]Plague[/s] Infusion","اكتساب تضمين [StatPlagueDamage] [!sPlague]الوباء[/s]"
"enchantments.plagueResistanceIncreased.Description","[StatPlagueArmor] <b>Plague Resistance</b> increased by {0}","[StatPlagueArmor] زيادة <b>مقاومة الوباء</b> بمقدار {0}"
"enchantments.plagued.armor.armorIncreasedAtFullFocus.Description","<b>Armor</b> increased by {0} at Full Focus","زيادة <b>الدرع</b> بمقدار {0} عند اكتمال التركيز"
"enchantments.plagued.chance.chanceToDealFatality.Description","{1} Chance to <b>deal a Fatality</b>","فرصة {1} <b>لتنفيذ ضربة قاضية</b>"
"enchantments.plagued.chance.chancesOnEnchantmentsIncrease.Description","<b>Chances on Enchantments</b> increased by","زيادة <b>فرص التعزيزات السحرية</b> بمقدار"
"enchantments.plagued.damage.chanceToDealCriticalDamage.Description","{1} Chance to deal <b>Critical Damage</b>","فرصة {1} لإلحاق <b>ضرر الضربة الحرجة</b>"
"enchantments.plagued.damage.damage.Description","<b>Damage Dealt</b> increased by {0}","زيادة <b>الضرر الملحق</b> بمقدار {0}"
"enchantments.plagued.damage.damageDealtOnDamageTaken.Description","Deals {0} <b>Damage</b> on Damage Taken","إلحاق {0} <b>ضرر</b> عند تلقي الضرر"
"enchantments.plagued.damage.damageReflected.Description","<b>Reflects {0}</b> Damage Taken","<b>يعكس {0}</b> من الضرر المتلقى"
"enchantments.plagued.experience.chanceToGainExperienceOnDeath.Description","{1} Chance to gain <b>{0} Experience on Death</b>","فرصة {1} لاكتساب <b>{0} خبرة عند الموت</b>"
"enchantments.plagued.experience.gainMoreExperienceLoseExperienceOnDeath.Description","Gain more <b>Experience</b> | <b>Lose Experience</b> on Death","اكتساب المزيد من <b>الخبرة</b> | <b>فقدان الخبرة</b> عند الموت"
"enchantments.plagued.focus.focusIncreasedAfterParry.Description","Increases <b>Focus</b> by {1} for <b>{0} Seconds</b> after Parry","زيادة <b>التركيز</b> بمقدار {1} لمدة <b>{0} ثوانٍ</b> بعد الصد المتقن"
"enchantments.plagued.focus.focusRegeneration.Description","<b>Focus Regeneration</b>","<b>تجدد التركيز</b>"
"enchantments.plagued.gold.chanceToGainCopperOnDamageDealt.Description","Chance to <b>Gain Copper</b> on Damage Dealt","فرصة <b>لاكتساب نحاس</b> عند إلحاق الضرر"
"enchantments.plagued.gold.chanceToGainCopperOnKill.Description","Chance to <b>Gain Copper</b> on Kill","فرصة <b>لاكتساب نحاس</b> عند القتل"
"enchantments.plagued.gold.increaseGoldIncome.Description","Increases <b>Gold Income</b>","زيادة <b>دخل الذهب</b>"
"enchantments.plagued.healing.foodCooldownDecreased.Description","<b>Food Cooldown</b> reduced by {0}","تقليل <b>فترة انتظار الطعام</b> بمقدار {0}"
"enchantments.plagued.health.chanceToGainHealthOnDamageTaken.Description","Chance to gain <b>{0} Health</b> on Damage Taken","فرصة لاكتساب <b>{0} صحة</b> عند تلقي الضرر"
"enchantments.plagued.health.gainHealthOnDamageDealt.Description","Gain <b>{0} Health</b> on Damage Dealt","اكتساب <b>{0} صحة</b> عند إلحاق الضرر"
"enchantments.plagued.health.healthRegeneration.Description","<b>Health Regeneration</b>","<b>تجدد الصحة</b>"
"enchantments.plagued.misc.chanceToResurrectOnDeath.Description","{1} Chance to <b>Resurrect on Death</b>","فرصة {1} <b>للبعث عند الموت</b>"
"enchantments.plagued.misc.enchantmentBoost.Description","<b>All Enchantment Effects</b> increased by","زيادة <b>جميع تأثيرات التعزيزات السحرية</b> بمقدار"
"enchantments.plagued.misc.explodeOnDeath.Description","<b>Enemies explode</b> on Death","<b>ينفجر الأعداء</b> عند الموت"
"enchantments.plagued.misc.staggerChance.Description","<b>Stagger Chance</b> increased by","زيادة <b>فرصة الترنيح</b> بمقدار"
"enchantments.plagued.resistances.allResistancesIncreased.Description","<b>All Resistances</b> increased by {0}","زيادة <b>جميع المقاومات</b> بمقدار {0}"
"enchantments.plagued.speed.speedIncreased.Description","<b>Overall Speed</b> increased by {0}","زيادة <b>السرعة الإجمالية</b> بمقدار {0}"
"enchantments.plagued.stamina.staminaIncreaseOnParry.Description","Increases <b>Stamina</b> by {1} for <b>{0} Seconds</b> after Parry","زيادة <b>التحمل</b> بمقدار {1} لمدة <b>{0} ثوانٍ</b> بعد الصد المتقن"
"enchantments.plagued.stamina.staminaRefillChanceOnDamageDealt.Description","<b>{1} Stamina Refill Chance</b> on Damage Dealt","<b>فرصة {1} لملء التحمل</b> عند إلحاق الضرر"
"enchantments.plaguedTradeoff.damage.damageTakenIncreased.Description","<b>Damage Taken</b> increased by {0}","زيادة <b>الضرر المتلقى</b> بمقدار {0}"
"enchantments.plaguedTradeoff.durability.chanceThatWeaponBreaksOnHit.Description","<b>Durability Halved</b>","<b>تقليص المتانة إلى النصف</b>"
"enchantments.plaguedTradeoff.experience.experienceGainDecreased.Description","<b>Experience Gain</b> reduced by {0}","تقليل <b>اكتساب الخبرة</b> بمقدار {0}"
"enchantments.plaguedTradeoff.experience.experienceLossOnDamageTaken.Description","<b>Experience Loss</b> on Damage Taken","<b>فقدان الخبرة</b> عند تلقي الضرر"
"enchantments.plaguedTradeoff.experience.experienceLossOnDeath.Description","<b>Experience Loss</b> on Death","<b>فقدان الخبرة</b> عند الموت"
"enchantments.plaguedTradeoff.focus.focusDrainsContinuously.Description","<b>Focus drains continuously</b>","<b>استنزاف التركيز باستمرار</b>"
"enchantments.plaguedTradeoff.focus.focusLossOnDamageTaken.Description","<b>{0} Focus Loss</b> on Damage Taken","<b>فقدان {0} تركيز</b> عند تلقي الضرر"
"enchantments.plaguedTradeoff.focus.lowerMaxFocus.Description","<b>Focus Halved</b>","<b>تقليص التركيز إلى النصف</b>"
"enchantments.plaguedTradeoff.focus.noFocus.Description","<b>No Focus</b>","<b>بلا تركيز</b>"
"enchantments.plaguedTradeoff.gold.goldLossOnDeath.Description","<b>Gold Loss</b> on Death","<b>فقدان الذهب</b> عند الموت"
"enchantments.plaguedTradeoff.healing.healingEffectsDecreased.Description","<b>Healing Effects</b> reduced by {0}","تقليل <b>تأثيرات الشفاء</b> بمقدار {0}"
"enchantments.plaguedTradeoff.healing.healingOverTimeDisabled.Description","<b>No Healing Over Time</b>","<b>لا يوجد شفاء بمرور الوقت</b>"
"enchantments.plaguedTradeoff.health.healthDrainsContinuously.Description","<b>Health drains continuously</b>","<b>استنزاف الصحة باستمرار</b>"
"enchantments.plaguedTradeoff.resistances.allResistancesDecreased.Description","<b>All Resistances</b> reduced by {0}","تقليل <b>جميع المقاومات</b> بمقدار {0}"
"enchantments.plaguedTradeoff.stamina.staminaLossOnDamageTaken.Description","<b>Stamina Loss</b> on Damage Taken","<b>فقدان التحمل</b> عند تلقي الضرر"
"enchantments.poiseDefenseIncreased.Description","[StatPoiseDefense] <b>Poise Defense</b> increased by {0}","[StatPoiseDefense] زيادة <b>دفاع الصمود</b> بمقدار {0}"
"enchantments.poiseDefenseIncreasedWhileBlocking.Description","[StatPoiseDefense] <b>Poise Defense</b> increased by {0} while Blocking","[StatPoiseDefense] زيادة <b>دفاع الصمود</b> بمقدار {0} أثناء الصد"
"enchantments.poiseDefenseIncreasedWhileCharging.Description","[StatPoiseDefense] <b>Poise Defense</b> increased by {0} while Charging","[StatPoiseDefense] زيادة <b>دفاع الصمود</b> بمقدار {0} أثناء الشحن"
"enchantments.refillFocusOnBackstab.Description","Refill [StatFocus] <b>Focus</b> on Backstab","ملء [StatFocus] <b>التركيز</b> عند الطعنة الخلفية"
"enchantments.repairDisabled.Description","<b>Unrepairable</b>","<b>غير قابل للإصلاح</b>"
"enchantments.runStaminaCostRemoved.Description","Running will not decrease [StatStamina] <b>Stamina</b>","الركض لن ينقص [StatStamina] <b>التحمل</b>"
"enchantments.runeDamageIncreased.Description","[StatDamage] <b>Rune Damage</b> increased by {0}","[StatDamage] زيادة <b>ضرر الرون</b> بمقدار {0}"
"enchantments.shockBuildupIncreased.Description","[StatLightningDamage] [!sLightning]Shock Buildup[/s] increased by {0}","[StatLightningDamage] زيادة [!sLightning]تراكم الصعق[/s] بمقدار {0}"
"enchantments.shockBuildupIncreasedAfterShock.Description","[StatLightningDamage] [!sLightning]Shock Buildup[/s] increased by {0} for {1} seconds after inflicting [!sLightning]Shock Status[/s]","[StatLightningDamage] زيادة [!sLightning]تراكم الصعق[/s] بمقدار {0} لمدة {1} ثوانٍ بعد إلحاق [!sLightning]حالة الصعق[/s]"
"enchantments.spawnExplosionOnConsumeFood.Description","Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Consuming Food","إلحاق {0} [StatElementalDamage] <b>ضرر انفجار عنصري</b> عند تناول الطعام"
"enchantments.spawnExplosionOnDamageTaken.Description","Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Damage Taken","إلحاق {0} [StatElementalDamage] <b>ضرر انفجار عنصري</b> عند تلقي الضرر"
