key,source,target
enchantments.plagued.gold.chanceToGainCopperOnKill.Description,Chance to <b>Gain Copper</b> on Kill,
enchantments.plagued.gold.increaseGoldIncome.Description,Increases <b>Gold Income</b>,
enchantments.plagued.healing.foodCooldownDecreased.Description,<b>Food Cooldown</b> reduced by {0},
enchantments.plagued.health.chanceToGainHealthOnDamageTaken.Description,Chance to gain <b>{0} Health</b> on Damage Taken,
enchantments.plagued.health.gainHealthOnDamageDealt.Description,Gain <b>{0} Health</b> on Damage Dealt,
enchantments.plagued.health.healthRegeneration.Description,<b>Health Regeneration</b>,
enchantments.plagued.misc.chanceToResurrectOnDeath.Description,{1} Chance to <b>Resurrect on Death</b>,
enchantments.plagued.misc.enchantmentBoost.Description,<b>All Enchantment Effects</b> increased by,
enchantments.plagued.misc.explodeOnDeath.Description,<b>Enemies explode</b> on Death,
enchantments.plagued.misc.staggerChance.Description,<b>Stagger Chance</b> increased by,
enchantments.plagued.resistances.allResistancesIncreased.Description,<b>All Resistances</b> increased by {0},
enchantments.plagued.speed.speedIncreased.Description,<b>Overall Speed</b> increased by {0},
enchantments.plagued.stamina.staminaIncreaseOnParry.Description,Increases <b>Stamina</b> by {1} for <b>{0} Seconds</b> after Parry,
enchantments.plagued.stamina.staminaRefillChanceOnDamageDealt.Description,<b>{1} Stamina Refill Chance</b> on Damage Dealt,
enchantments.plaguedTradeoff.damage.damageTakenIncreased.Description,<b>Damage Taken</b> increased by {0},
enchantments.plaguedTradeoff.durability.chanceThatWeaponBreaksOnHit.Description,<b>Durability Halved</b>,
enchantments.plaguedTradeoff.experience.experienceGainDecreased.Description,<b>Experience Gain</b> reduced by {0},
enchantments.plaguedTradeoff.experience.experienceLossOnDamageTaken.Description,<b>Experience Loss</b> on Damage Taken,
enchantments.plaguedTradeoff.experience.experienceLossOnDeath.Description,<b>Experience Loss</b> on Death,
enchantments.plaguedTradeoff.focus.focusDrainsContinuously.Description,<b>Focus drains continuously</b>,
enchantments.plaguedTradeoff.focus.focusLossOnDamageTaken.Description,<b>{0} Focus Loss</b> on Damage Taken,
enchantments.plaguedTradeoff.focus.lowerMaxFocus.Description,<b>Focus Halved</b>,
enchantments.plaguedTradeoff.focus.noFocus.Description,<b>No Focus</b>,
enchantments.plaguedTradeoff.gold.goldLossOnDeath.Description,<b>Gold Loss</b> on Death,
enchantments.plaguedTradeoff.healing.healingEffectsDecreased.Description,<b>Healing Effects</b> reduced by {0},
enchantments.plaguedTradeoff.healing.healingOverTimeDisabled.Description,<b>No Healing Over Time</b>,
enchantments.plaguedTradeoff.health.healthDrainsContinuously.Description,<b>Health drains continuously</b>,
enchantments.plaguedTradeoff.resistances.allResistancesDecreased.Description,<b>All Resistances</b> reduced by {0},
enchantments.plaguedTradeoff.stamina.staminaLossOnDamageTaken.Description,<b>Stamina Loss</b> on Damage Taken,
enchantments.poiseDefenseIncreased.Description,[StatPoiseDefense] <b>Poise Defense</b> increased by {0},
enchantments.poiseDefenseIncreasedWhileBlocking.Description,[StatPoiseDefense] <b>Poise Defense</b> increased by {0} while Blocking,
enchantments.poiseDefenseIncreasedWhileCharging.Description,[StatPoiseDefense] <b>Poise Defense</b> increased by {0} while Charging,
enchantments.refillFocusOnBackstab.Description,Refill [StatFocus] <b>Focus</b> on Backstab,
enchantments.repairDisabled.Description,<b>Unrepairable</b>,
enchantments.runStaminaCostRemoved.Description,Running will not decrease [StatStamina] <b>Stamina</b>,
enchantments.runeDamageIncreased.Description,[StatDamage] <b>Rune Damage</b> increased by {0},
enchantments.shockBuildupIncreased.Description,[StatLightningDamage] [!sLightning]Shock Buildup[/s] increased by {0},
enchantments.shockBuildupIncreasedAfterShock.Description,[StatLightningDamage] [!sLightning]Shock Buildup[/s] increased by {0} for {1} seconds after inflicting [!sLightning]Shock Status[/s],
enchantments.spawnExplosionOnConsumeFood.Description,Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Consuming Food,
enchantments.spawnExplosionOnDamageTaken.Description,Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Damage Taken,
enchantments.spawnExplosionOnDodged.Description,Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Damage Dodged,
enchantments.spawnExplosionOnKill.Description,Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Kill,
enchantments.spawnExplosionOnRuneAttack.Description,Deal {0} [StatElementalDamage] <b>Elemental Blast Damage</b> on Damage Dealt by Rune Attack,
enchantments.speedIncreasedAfterShock.Description,[StatAttackSpeed] <b>Overall Speed</b> increased by {0} for {1} seconds after inflicting [!sLightning]Shock Status[/s],
enchantments.spendHealthIfThereIsNoFocus.Description,Spend [StatHealth] <b>Health</b> if there is not enough [StatFocus] <b>Focus</b> available,
enchantments.spendHealthInsteadFocus.Description,Spend [StatHealth] <b>Health</b> instead of [StatFocus] <b>Focus</b>,
enchantments.sprintStaminaCostDecreased.Description,[StatStaminaCost] <b>Sprint Stamina Cost</b> reduced by {0},
enchantments.staggerDamageIncreased.Description,[StatStaggerDamage] <b>Stagger Damage</b> increased by {0},
enchantments.staggerDamageIncreasedAfterBackstab.Description,[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} for {1} seconds after Backstab,
enchantments.staggerDamageIncreasedAfterChargedAttack.Description,[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} for {1} seconds after Damage Dealt by Charged Attack,
enchantments.staggerDamageIncreasedAfterFatality.Description,[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} for {1} seconds after Fatality,
enchantments.staggerDamageIncreasedAfterKill.Description,[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} for {1} seconds after Kill,
enchantments.staggerDamageIncreasedAtLowHealth.Description,[StatStaggerDamage] <b>Stagger Damage</b> increased by {0} at Low Health,
enchantments.staggerResistanceDecreased.Description,[StatStaggerResistance] <b>Stagger Resistance</b> reduced by {0},
enchantments.staggerResistanceIncreased.Description,[StatStaggerResistance] <b>Stagger Resistance</b> increased by {0},
enchantments.staminaCostDecreased.Description,[StatStaminaCost] <b>Stamina Cost</b> reduced by {0},
enchantments.staminaCostDecreasedAfterFatality.Description,[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} for {1} seconds after Fatality,
enchantments.staminaCostDecreasedAtFullHealth.Description,[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} at Full Health,
enchantments.staminaCostDecreasedAtHighFocus.Description,[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} at High Focus,
enchantments.staminaCostDecreasedAtLowFocus.Description,[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} at Low Focus,
enchantments.staminaCostDecreasedAtLowHealth.Description,[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} at Low Health,
enchantments.staminaCostIncreased.Description,[StatStaminaCost] <b>Stamina Cost</b> increased by {0},
enchantments.staminaRefillOnParry.Description,Refill [StatStamina] <b>Stamina</b> on Parry,
enchantments.staminaRefillOnStagger.Description,Refill [StatStamina] <b>Stamina</b> on Staggering an Enemy,
enchantments.staminaRegenerationIncreased.Description,[StatStaminaRegen] <b>Stamina Recovery</b> increased by {0},
enchantments.staminaRegenerationScalesWithDurability.Description,[StatStaminaRegen] <b>Stamina Recovery</b> increased by {0} of <b>Current Durability</b>,
enchantments.swapMaxHealthAndMaxFocus.Description,Swap <b>Max Health</b> and <b>Max Focus</b>,
enchantments.takeDamageOnFocusUse.Description,Take {0} [StatPhysicalDamage] [!sPhysical]Damage[/s] on Focus Use,
enchantments.thornsIncreased.Description,Gain {0} [StatThorns] <b>Thorns</b>,
enchantments.unique.buffSpecialDamageAfterSpecial.Description,<b>Rune Attack Damage</b> increases by {1} for {0} <b>Seconds</b> after Rune Attack,
enchantments.unique.cinderAndStone0.Description,Gain one stack of <b>Furnace</b> for {0} seconds after Rune Attack,
enchantments.unique.cinderAndStone1.Description,[StatDamage] <b>Rune Damage</b> increased by {0} for each stack of <b>Furnace</b>,
enchantments.unique.cinderAndStone2.Description,[StatFocusCost] <b>Focus Cost</b> increased by {0} for each stack of <b>Furnace</b>,
enchantments.unique.corpseSmearedBlade0.Description,Gain <b>Taint</b> for {0} seconds after inflicting [!sPlague]Infection Status[/s],
enchantments.unique.corpseSmearedBlade1.Description,[StatLifesteal] <b>Lifesteal</b> increased by {0} while <b>Tainted</b>,
enchantments.unique.corpseSmearedBlade2.Description,[StatMaxStamina] <b>Max Stamina</b> increased by {0} while <b>Tainted</b>,
enchantments.unique.corpseSmearedBlade3.Description,[StatHealthRegen] <b>Drain Health</b> while <b>Tainted</b>,
enchantments.unique.damageAgainstBeasts.Description,<b>Damage</b> increased by {0} against Beasts,
enchantments.unique.gainFocusOnDamageTaken.Description,Gain <b>{0} Focus</b> on Damage Taken,
enchantments.unique.glimmeringBulwark0.Description,Gain <b>Enlightment</b> for {0} seconds after Parry,
enchantments.unique.glimmeringBulwark1.Description,[StatDamage] <b>Rune Damage</b> increased by {0} while <b>Enlightened</b>,
enchantments.unique.glimmeringBulwark2.Description,[StatFocusGain] <b>Focus Gain</b> increased by {0} while <b>Enlightened</b>,
enchantments.unique.healthLossOnDamageDealt.Description,Lose <b>{0} Health</b> on Damage Dealt,
enchantments.unique.lacqueredBow0.Description,Gain one stack of <b>Hunter's Mark</b> for {0} seconds after different <b>Elemental Damage</b> Dealt,
enchantments.unique.lacqueredBow1.Description,[StatCritical] <b>Critical Hit Chance</b> increased by {0} for each stack of <b>Hunter's Mark</b>,
enchantments.unique.lacqueredBow2.Description,[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} for each stack of <b>Hunter's Mark</b>,
enchantments.unique.lacqueredBow3.Description,[StatPhysicalDamage] [!sPhysical]Physical Damage[/s] increased by {0} if have 4 stacks of <b>Hunter's Mark</b>,
enchantments.unique.proudLance0.Description,Gain [!sLightning]Momentum[/s] while Moving,
enchantments.unique.proudLance1.Description,[StatLightningDamage] [!sLightning]Shock Buildup[/s] increased by {0} for every {1} stacks of <b>Momentum</b>,
enchantments.unique.proudLance2.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} for every {1} stacks of <b>Momentum</b>,
enchantments.unique.tarnishedWand0.Description,Gain <b>Enlightment</b> for {0} seconds after inflicting [!sLightning]Shock Status[/s],
enchantments.unique.tarnishedWand1.Description,[StatStaminaCost] <b>Stamina Cost</b> reduced by {0} while <b>Enlightened</b>,
enchantments.unique.tarnishedWand2.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} while <b>Enlightened</b>,
enchantments.unique.theDawnNeverCome1.Description,[StatDamage] <b>Damage</b> increased by {0} on <b>First Toll</b>,
enchantments.unique.theDawnNeverCome2.Description,[StatLifesteal] <b>Lifesteal</b> increased by {0} on <b>Second Toll</b>,
enchantments.unique.theDawnNeverCome3.Description,[StatDamageTaken] <b>Damage Resistance</b> reduced by {0} on <b>Third Toll</b>,
enchantments.unique.theDawnNeverComes0.Description,Gain One of <b>Three Tolls</b> for {0} seconds after Damage Taken,
enchantments.unique.weapons.bleedersDelight.chanceStaggerDamageOnDamageDealt.Description,Chance to deal Extra <b>Stagger Damage</b> on Damage Dealt,
