"key","source","target"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipCrew.navigatorDialog.defaultInteraction1.audioGroup.subtitle.Text","I heard you were all seven feet tall and big as oaks. Don’t look so tough to me.","سمعت أنكم بطول سبعة أقدام وضخام كأشجار البلوط. لا تبدو بتلك الشراسة في نظري."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipDyingCabinBoy.dyingInteraction.dyingRetalk1.audioGroup.subtitle.Text","...","..."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipFirstMate.defaultInteractionDialog.talk1Timeline.audioGroup.subtitle.Text","Well... The captain wants a word before we reach port. He’s up at the bow.","حسناً... يريد القبطان التحدث إليك قبل أن نبلغ المرفأ. إنه عند مقدمة السفينة."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipFirstMate.defaultInteractionDialog.talk2Timeline.audioGroup.subtitle.Text","The captain’s up at the bow, keeping an eye on the storm.","القبطان عند مقدمة السفينة يراقب العاصفة."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipFirstMate.proximityTriggeredDialog.eavesdrop1Timeline.audioGroup.subtitle.Text","Thought your kind died out long ago.","ظننت أن بني جنسك قد بادوا منذ زمن بعيد."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.winnickSoldier.winnickSoldierUnarmedView.randomRetalkMeanAfterWinnickVignette.timeline.audioGroup.subtitle.Text","You with the Sacramenters, are you? They take all kinds down here, don't they?","أنت مع أهل ساكرامنت، أليس كذلك؟ إنهم يقبلون شتى الأجناس هنا بالأسفل، ها؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.winnickSoldier.winnickSoldierUnarmedView.randomRetalkMeanAfterWinnickVignette.timeline1.audioGroup.subtitle.Text","I hear Ellsworth leads with a light touch--no standin' militia and all that. All well 'n good until raiders come knocking at the gates.","سمعت أن إلسورث يحكم بنعومة ولين - بلا ميليشيا دائمة ولا غيرها. كل هذا جميل إلى أن يأتي المغيرون ويقرعوا الأبواب."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.winnickSoldier.winnickSoldierUnarmedView.randomRetalkMeanAfterWinnickVignette.timeline2.audioGroup.subtitle.Text","Havenport won't always be around to pay the price for Sacrament's freedom.","لن تظل هافنبورت دوماً حاضرة لتدفع ثمن حرية ساكرامنت."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.winnickSoldier.winnickSoldierUnarmedView.randomRetalkNiceAfterWinnickVignette.timeline3.audioGroup.subtitle.Text","You folks down here ever need help with raiders, you just let us know.","إن احتجتم يا قوم هنا بالأسفل لأي عون ضد المغيرين، فما عليكم سوى إخبارنا."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.winnickSoldier.winnickSoldierUnarmedView.randomRetalkNiceAfterWinnickVignette.timeline4.audioGroup.subtitle.Text","We're used to dealing with this kind of trouble up north. Why, I've sailed right up to Lion's Mound, I have. Dreadful place. No wonder the raiders want to leave.","لقد اعتدنا التعامل مع هذا النوع من المتاعب في الشمال. بل لقد أبحرت حتى أكمة الأسد بنفسي. مكان مروع. لا عجب أن المغيرين يريدون الرحيل عنه."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.winnickSoldier.winnickSoldierUnarmedView.retalkWhileListeningtoWinnickVignette.timeline.audioGroup.subtitle.Text","Not now.","ليس الآن."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.vendors.finley.finleyNPC.firstInteraction.firstInteractionLine1.audioGroup.subtitle.Text","Shh, here he comes... Ah, Cerim, spectral warrior, weaver of the aether, no?","صه، ها هو قادم... آه، أيها السيريم، يا مقاتلاً شبحياً وناسجاً للأثير، أليس كذلك؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.vendors.finley.finleyNPC.firstInteraction.firstInteractionLine2.audioGroup.subtitle.Text","I too walk the planes above and below our own. I -- I'm getting to that!","أنا أيضاً أطوف بالعوالم التي تعلو عالمنا والتي تحته. أنا -- أنا قادم إلى هذه النقطة!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.vendors.finley.finleyNPC.firstInteraction.firstInteractionLine3.audioGroup.subtitle.Text","I offer the inconceivable, the unheard of, the unobtainable.","أنا أقدم ما لا يمكن تصوره، وما لم يُسمع به من قبل، وما استحال نيله."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.vendors.finley.finleyNPC.firstInteraction.firstInteractionLine4.audioGroup.subtitle.Text","All for a small fee. And I - I am not longwinded!","كل ذلك لقاء أجر زهيد. وأنا - أنا لست ثرثاراً مملاً!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.beggars.beggarSittingNpcView.proximityActions.sittingPlead.audioGroup.subtitle.Text","Alms, good sir or madam!","صدقة، يا سيدي الكريم أو سيدتي الفاضلة!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.beggars.beggarStandingNpcView.idleActions.getAttention.subtitle.TextRecordRef","I'm it! I'm the one you want!","أنا هو! أنا المنشود الذي تبحث عنه!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.beggars.beggarStandingNpcView.idleActions.plead.subtitle.TextRecordRef","Me kingdom for a clink o' coin in me jar.","ملكي فداء رنة قطعة نقد في جرتي."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerFemaleATalkingLoopView.dialogWidowEavesdropBeth.timeline1.audioGroup.subtitle.Text","Is it true you killed the monster at the gate?","أحقاً قتلت الوحش عند البوابة؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerFemaleATalkingLoopView.dialogWidowEavesdropBeth.timeline2.audioGroup.subtitle.Text","Raiders have taken a lot from us. The plague even more. 'Bout time we fought back.","سلب منا المغيرون الكثير. والوباء سلب أكثر بعد. حان الوقت لنرد الصاع صاعين."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerFemaleBTalkingLoopView.widowEavesdropMartha.timeline1.audioGroup.subtitle.Text","You're new. As if we didn't have enough mouths to feed already.","أنت قادم جديد. وكأننا لم نكن نملك ما يكفي من الأفواه لإطعامها بالفعل."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerFemaleBTalkingLoopView.widowEavesdropMartha.timeline2.audioGroup.subtitle.Text","You waiting for a warm welcome? Weren't the massacre at the gates enough?","أتنتظر ترحيباً حاراً؟ ألم تكن المذبحة عند البوابات كافية؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerLeaningAView.defaultDialog.timeline.audioGroup.subtitle.Text","Well, would ya look at that..","حسناً، انظر إلى هذا فحسب.."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerLeaningAView.defaultDialog.timeline1.audioGroup.subtitle.Text","Ehh?","إيه؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerLeaningAView.defaultDialog.timeline2.audioGroup.subtitle.Text","That creature outside the walls..  What in all hell was that?!","ذلك المخلوق خارج الأسوار.. ما ذاك بحق الجحيم؟! "
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerLeaningAView.phalenGossiperBViewDialog.retalk_A.audioGroup.subtitle.Text","I'll see you around. If I'm still around, that is.","أراك في الأرجاء. إن كنت لا أزال حياً، بالطبع."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerLeaningAView.phalenGossiperBViewDialog.talk_A.audioGroup.subtitle.Text","You picked a real backwater to visit. And at such a lovely time.","اخترت بقعة نائية حقاً لزيارتها، وفي مثل هذا التوقيت البديع!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerLeaningBView.phalenGossiperA.firstInteraction.talk_A.audioGroup.subtitle.Text","Ah, heard we had visitors in town. Welcome. Sacrament may not be much to look at, but we love her. And her walls.","آه، سمعت أن لدينا زواراً في البلدة. مرحباً بك. قد لا تبهرك ساكرامنت بمظهرها، لكننا نحبها ونحب أسوارها."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.commonerLeaningBView.phalenGossiperA.retalks.retalk_A.audioGroup.subtitle.Text","Sacrament will weather this storm as she has so many before. You'll see.","ستصمد ساكرامنت أمام هذه العاصفة كما صمدت أمام الكثير غيرها من قبل. سترى ذلك."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.patrollingPissingCommonerView.talkInteractionGraph.default.timeline.subtitle.Text","Ungghhgh...","أووونغغه..."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerBView.dialogDefault.timeline2.audioGroup.subtitle.Text","The gods will provide. Always have.","الآلهة ستدبر الأمر، كما فعلت دوماً."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerBView.dialogDefault.timeline3.audioGroup.subtitle.Text","Say, you look familiar. You look like...no, never mind.","قل لي، تبدو ملامحك مألوفة لي. تشبه... لا، لا عليك."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerCView.defaultDialog.timeline1.audioGroup.subtitle.Text","First raiders, then plaguin' giants, now...foreign types. What's next?","في البداية كان المغيرون، ثم العمالقة الموبوءون، والآن... غرباء من كل حدب. ما التالي بعد ذلك؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerCView.defaultDialog.timeline2.audioGroup.subtitle.Text","You picked a passin' strange time to visit our town.","لقد اخترت وقتاً غاية في الغرابة لزيارة بلدتنا."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerCView.defaultDialog.timeline3.audioGroup.subtitle.Text","You ask me what side I'm on when raiders come knocking, I'll look up at these walls 'n' tell you plain: I'm on the inside.","إن سألتني في أي جانب أقف حين يقرع المغيرون الأبواب، فسأنظر إلى هذه الأسوار وأخبرك صراحة: أنا في الداخل."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerCView.missingBrotherQuest-Husband-YellAtBrother1.timeline1.audioGroup.subtitle.Text","My wife will never love you now!","زوجتي لن تحبك أبداً بعد الآن!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerCView.missingBrotherQuest-Husband-YellAtBrother2.timeline2.audioGroup.subtitle.Text","You're a grotesque monster incapable of being loved!","أنت مسخ دميم عاجز عن أن يكون محبوباً!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerDView.defaultDialog.timeline1.audioGroup.subtitle.Text","Hello, stranger. How you finding Sacrament?","مرحباً أيها الغريب. كيف تجد ساكرامنت؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerDView.defaultDialog.timeline2.audioGroup.subtitle.Text","Sacrament's small but she's got it where it counts, thanks to Ellsworth.","ساكرامنت صغيرة لكنها تمتلك ما يلزم حيثما تشتد الحاجة، بفضل إلسورث."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerDView.defaultDialog.timeline3.audioGroup.subtitle.Text","Phalen may think they can tell us how to live our lives, but if they try, they've got a surprise coming.","قد تظن فالن أنها تستطيع إملاء كيفية عيش حياتنا علينا، لكن إن حاولوا ذلك فستنتظرهم مفاجأة لا تسُرّ."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerEView.dialogGossiperMaleInteraction.timeline.audioGroup.subtitle.Text","You northerners and your garb...Hard to believe Havenport and Sacrament are on the same little isle.","أنتم أهل الشمال وأزياؤكم... يصعب التصديق أن هافنبورت وساكرامنت تقبعان على الجزيرة الصغيرة ذاتها."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerEView.dialogGossiperMaleInteraction.timeline1.audioGroup.subtitle.Text","Never seen that style of weave before. You one of Winnick's?","لم أرَ هذا الطراز من الحياكة من قبل. أأنت من أتباع وينيك؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerSeatedTalkingBView.talkInteractionGraph.default.timeline.subtitle.Text","Seated Talking Commoner B Placeholder Dialog 1","حوار مؤقت للعامي الجالس المتحدث (ب) 1"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.commoners.sacramentCommonerSeatedTalkingBView.talkInteractionGraph.default.timeline1.subtitle.Text","Seated Talking Commoner B Placeholder Dialog 2","حوار مؤقت للعامي الجالس المتحدث (ب) 2"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.smuggler.smugglerView.firstInteract.timelineA.audioGroup.subtitle.Text","Times may be hard in Sacrament, but you and I know it's the same all over, true?","قد تكون الأيام قاسية في ساكرامنت، لكنني وإياك نعلم أن الحال هكذا في كل مكان، أليس كذلك؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.smuggler.smugglerView.firstInteract.timelineB.audioGroup.subtitle.Text","You know what makes times harder? Want. Want for food, for spice, for the many tangible accoutrements of life.","أتعلم ما يزيد الأوقات قسوة؟ العوز والحاجة. الحاجة إلى الطعام، والتوابل، ولوازم الحياة الملموسة العديدة."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.smuggler.smugglerView.firstInteract.timelineC.audioGroup.subtitle.Text","Me? I fill those gaps left when things fall apart. Make life better for those in want.","أما أنا؟ فأنا أسد تلك الثغرات التي يخلفها الانهيار، وأجعل الحياة أفضل للمحتاجين."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.smuggler.smugglerView.retalk.timelineG.audioGroup.subtitle.Text","I'll keep my eye on you. This could be the start of something special.","سأبقي عيني عليك. قد تكون هذه بداية لأمر مميز."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.smuggler.smugglerView.secondInteract.timelineD.audioGroup.subtitle.Text","The people I help, they tell me things. I've heard about you, for instance.","الناس الذين أساعدهم يسرون إليّ بأمور شتى. سمعت عنك مثلاً."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.smuggler.smugglerView.secondInteract.timelineE.audioGroup.subtitle.Text","Some seem to think you can help us with this plague.","يبدو أن البعض يظنون أن بوسعك مساعدتنا في مواجهة هذا الوباء."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.smuggler.smugglerView.secondInteract.timelineF.audioGroup.subtitle.Text","But if you really want to help people, you'll do what I do. Get them what they need.","لكن إن كنت تريد مساعدة الناس حقاً، فافعل ما أفعله أنا: وفر لهم ما يحتاجون إليه."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirMerchant.tirMerchantInteractions.randomComments.timelineA.audioGroup.subtitle.Text","Unless you've got a brilliant plan for restoring our ransacked goods, I don't want to hear it.","ما لم تكن لديك خطة بارعة لاستعادة بضائعنا المنهوبة، فلا أريد سماع كلمة منك."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirMerchant.tirMerchantInteractions.randomComments.timelineB.audioGroup.subtitle.Text","You heard our caravan was taken on the road, but you weren't there. You didn't see the creatures...the blood. You didn't hear the screams.","سمعت أن قافلتنا سُلبت على الطريق، لكنك لم تكن هناك. لم ترَ الوحوش... ولم ترَ الدماء. ولم تسمع الصرخات."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirMerchant.tirMerchantInteractions.randomComments.timelineC.audioGroup.subtitle.Text","Sacrament is rough around the edges, yes, but there is a vibrancy to her people I find exhilerating.","ساكرامنت خشنة الطباع وقاسية الملامح، نعم، لكن في أهلها حيوية أجدها مبهجة وتبعث على النشاط."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirMerchant.tirMerchantInteractions.randomComments.timelineD.audioGroup.subtitle.Text","You're from the southern islands, yes? Next time you come, bring a trading vessel and we'll make you rich.","أنت من جزر الجنوب، أليس كذلك؟ في المرة القادمة التي تأتي فيها، أحضر سفينة تجارية وسنجعلك ثرياً."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirMerchant.tirMerchantInteractions.randomComments.timelineE.audioGroup.subtitle.Text","The looms in sacrament can't compare to those of Tir, but the fabric does have a certain...rustic charm.","أنوال النسيج في ساكرامنت لا تقارن بأنوال تير، لكن الأقمشة تتمتع بسحر... ريفي مميز."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirMerchant.tirMerchantInteractions.randomComments.timelineF.audioGroup.subtitle.Text","Sacrament best do its part to keep the roads safer between here and Tir, or they'll get no custom from us.","من الأفضل لساكرامنت أن تؤدي دورها في جعل الطرق أكثر أماناً بين هنا وتير، وإلا فلن ينالوا أي تجارة منا."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirWealthyMerchant.tirWealthyMerchantInteractions.randomComments.interactA.audioGroup.subtitle.Text","Looks like you're true Cerim. Not like those charlatans on the Council.","يبدو أنك سيريم حقيقي، ولست كأولئك الدجالين في المجلس."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirWealthyMerchant.tirWealthyMerchantInteractions.randomComments.interactB.audioGroup.subtitle.Text","You'd be royalty there. Half Tir may be starving, but you'd get your banquet, oh yes.","ستكون بمثابة الملك هناك. قد يكون نصف تير يتضور جوعاً، لكنك ستنال مأدبتك الفاخرة بكل تأكيد."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.windowDressingNPCs.tirMerchants.tirWealthyMerchant.tirWealthyMerchantInteractions.randomComments.interactC.audioGroup.subtitle.Text","If you've any honor, you'll give that wretched place a wide berth. May the Pestilence take them all.","إن كان لديك ذرة من شرف، فابتعد عن ذلك المكان البائس قدر ما استطعت. عسى أن يقضي الوباء عليهم أجمعين."
"needsReview.AddressableAssets.quantumPrefabs.characters.interactionGraphs.talkInteractionGraph.default.timeline.subtitle.Text","Good day.","طاب يومك."
"needsReview.AddressableAssets.quantumPrefabs.characters.temp.steveTestNpcView.interactionGraph.default.timeline.subtitle.Text","<color=""orange"">PLACEHOLDER: INPUT INTERACTION DIALOGUE HERE</color>!","<color=""orange"">نص مؤقت: أدخل حوار التفاعل هنا</color>!"
"needsReview.quantumAssetDatabase.quests.sq42_PotionSeller.sq42_Markos.sq42_PotionSeller.sq42_VisionSequence.visionSequence1.audioGroup.subtitle.Text","Retrieving the bloom proves nothing.","استعادة الزهرة لا تثبت أي شيء."
"needsReview.quantumAssetDatabase.quests.sq42_PotionSeller.sq42_Markos.sq42_PotionSeller.sq42_VisionSequence.visionSequence2.audioGroup.subtitle.Text","You still desire my potions? Very well, I shall allow you a taste of the extract.","أما زلت ترغب في جرعاتي؟ حسناً جداً، سأسمح لك بتذوق المستخلص."
"needsReview.quantumAssetDatabase.quests.sq42_PotionSeller.sq42_Markos.sq42_PotionSeller.sq42_VisionSequence.visionSequence3.audioGroup.subtitle.Text","Open your mouth, Cerim. But don't say I didn't warn you.","افتح فمك أيها السيريم. لكن إياك أن تقول إني لم أحذرك."
"needsReview.quantumAssetDatabase.quests.sq42_PotionSeller.sq42_Markos.sq42_PotionSeller.sq42_VisionSequence.visionSequence4.audioGroup.subtitle.Text","*Distorted and slowed audio to reflect the effects of the potion.* I told you... my potions aren't fit fit for a beast... let alone a man.","*صوت مشوه ومتباطئ يعكس مفعول الجرعة.* لقد أخبرتك... جرعاتي لا تصلح حتى لوحش... فما بالك بإنسان."
"needsReview.ui.classScreen.unlockTrait","Unlock","فتح القفل"
"needsReview.ui.menuSelector.classes","Classes","الفئات"
